sku,rating,good points,bad points
NAACE10014,"[9, 10, 8]","['Erg comfortabel op je rug. En er past een hoop in. Ook mooie plus dat er gerecycled materiaal gebruikt is.', 'Zit heel comfortabel zelfs als zwaarbeladen. Design is mooi, ruime tas maar oogt niet te groot.  Verdeling prima met een grote vak, laptop vakje en voorvakje. Alhoewel door ronding van rug deel ligt de laptop niet vlak tegen het achterkant aan maar steekt uit. Daardoor ontstaat er iets meer ruimte voor andere spullen in de tas maar tot nu toe is dat geen probleem geweest.']","['Nee', 'Laptopvakje practischer? Als dat te doen is. Verder een topproduct.', 'Onduidelijk waartoe de oranje aeroflex-controle banden dienen']"
NAACE10014,"[8, 10, 9]","['Fijne rugzak voor dagjes uit.', 'handig is het instelbare ventilatiesysteem op de rug, handig dus voor zomer en winter.', 'Op en top product']","['Er had wellicht nog een extra (kleiner) vakje met rits in mogen zitten.', 'Bredere buikriem']"
NAACE10014,"[10, 9]","['Nooit geweten, dat dit comfort  mogelijk was zonder een ergernis, 500 km in drie dagen super nee']",['Neen']
NAACC52029,"[10, 8]","['Prima draagcomfort\nInhoud geschikt voor meerdaagse trektocht\nDegelijke kwaliteit\nFrameloos (dat wilde ik) maar wel kussentjes op de achterkant, waardoor de rugzak toch iets los van je rug komt\nVoorvak en bovenvak voor spullen waar je snel bij wilt']",['Het is geen lichtgewicht rugzak maar']
B42A390449,[8],['mooie uitvoering en zwart!'],['geen']
NAACE10015,"[8, 8, 9]","['Kan verassend heel hebben, ook als je je tas eigenlijk te vol doet. Naden blijven mooi en komen sterk over.', 'De riempjes bovenaan waardoor je de rugzak hogerop kunt trekken', 'De rugzak is erg goed aan te passen aan je lengte en bouw. Ik heb een wat ronde rug waardoor de meeste rugzakken te ver van het lichaam staan. Deze niet! \nDraagt heel prettig. \nHandige goed bereikbare opberg vakken. Ben er erg blij mee.']","['Het afstellen van de hoogte van de schouderbanden is wat lastig. Gezien de clip voor het openzetten achter de schouderbanden zelf zit.', 'Nog niet ontdekt', 'De regenhoes hangt los bovenin aan een lusje. Vind ik minder handig, het oude model ( 10 jaar geleden) had de hoes ingebouwd in de bodem. Vond ik fijner.']"
NAACE10015,"[9, 10, 9]","['De tas heeft verschillende vakken en ritsen om de spullen handig op te bergen', 'Draagt erg fijn en zo aan te passen dat het altijd goed zit. Fijn ook dat je geen plakrug krijgt en je shirt niet omhoog kruipt.', 'Handige opties']","['N.v.t', 'Geen']"
NAACE10015,"[8, 8, 9]","['de hoeveelheid mogelijkheden en de afwerking ervan.', 'Voelde vanaf het eerste begin al zeer vertrouwd en comfortabel', 'Mooie rugzak die goed draagt']","['Tot op heden nog niet. Over 2 weken lange wandelvakantie naar Lesbos en daar mag ie zichzelf bewijzen', 'Geen opmerkingen']"
B42A390267,"[10, 9]","['Heel fijne en lichte tas. Er past meer in dan je denkt! Heel fijn dat de zijvakken voor je waterfles kunnen worden aangesnoerd met een riempje, zodat ook tijdens actief bewegen de fles blijft zitten.', 'Kleine, maar functionele rugzak. Aantal verschillende afsluitbare vakken, zij-pockets voor drinkflessen en regenhoes. Prima rugzak voor een dagtrip, zonder alles in 1 vak kwijt te raken.']",['Extra fijn was een net van elastiek aan de voorkant geweest. Nu is het soms lastig om een helm oid aan de tas vast te maken.']
B42A390445,"[10, 9, 8]","['Indeling, gewicht van de rugzak zekf, zit lekker op mijn rug', 'Fijne lichte en handige rugzak']","['Beetje zwaar zonder inhoud', 'Geen', 'Nee']"
B42A390445,"[9, 9, 8]","['Er kan lekker veel in en hij draagt comfortabel.', 'Fijn voor boodschappen en past goed in de fietstas. De rug zit niet helemaal in een hard frame zit. Iets buigzaam is dan zeer plezierig', 'Licht']","['De ritsen hadden wat robuuster en soepeler gekund.', 'stof is een beetje te dun en we hadden heel snel een gaatje.']"
B42A390445,"[9, 8, 10]","['Helemaal open te ritsen, kan zls handbagage mee, regenhoes']",[]
B42A190031,"[9, 8, 10]","['Smalle rugtas, vele functies, mooie kleur.\nHandig dat heupband verwijderd kan worden. Regenhoes in de tas.', 'Mooie, lichte rugzak met diverse vakjes en bevestigingsmogelijkheden.\nGeschikt voor stadsgebruik en outdoor activiteiten.', 'Lekker functioneel']",['Prijzig']
NAACF00005,"[9, 8, 8]","['Sterke tas.\nGoeie stevige ritsen. \nStevig materiaal. \nMooie vormgeving.\nPast veel in. \nZijvakjes ook erg handig.', 'Materiaal en looks', 'Stevig']","['Het materiaal is wel wat stug.\nDe banden zijn voor mij iets te breed.\nJammer dat ie niet in andere kleuren verkrijgbaar was, tenminste niet naar mijn weten.', 'nvt']"
NAACF00005,"[9, 9, 9]","['Het is een fijne grote rugzak die er mooi uitziet! De kleine en grotere vakken waren erg handig toen ik op reis was!', 'Stevig, gewicht wordt goed verdeeld. Past veel in.', 'Efficiënt groot maar niet te']","['Ik heb ermee gewandeld, wat best goed ging. Op langere duur mis je een riem in de taille.', 'Vakken zijn wat ongelijk verdeeld, en een apart vak om bijv een drinkfles in mee te nemen ontbreekt.']"
NAACF00005,"[10, 10, 9]","['Solide/stevig, goed in het mediterrane klimaat en tijdens survivaltochten door rivieren.', 'Hip en  comfortabel', ""Sterke rugzak met prima draagcomfort. Voor mij een combinatie van daypack (wandelen) en 'urban' gebruik.""]","['De rugzak heeft vrij korte gespbevestigingen aan de bovenzijde waardoor duikvinnen, die ik in mijn geval ermee transporteer, alleen onder bevestigd kunnen worden waardoor ze er voortdurend uitvallen.', 'Nog niet gevonden', 'Ik mis echt een fleshouder aan de zijkant.']"
NAACF00005,"[10, 7, 8]",['Gebruik vriendelijke'],['Niet ontdekt']
NAADE10006,"[7, 9, 10]","['In het voorvakje kan je helaas niet te veel doen want als je de rugzak zelf opendoet dan zakt het voorvak naar voren zodat de kans groot is dat de rits afscheurt, moet je dus wel rekening mee houden of niets in het voorvakje doen.', 'Indeling, materiaal, looks en duurzaamheid bij het maken van de rugzak', 'Ziet er goed uit, prettig formaat voor dagtochten, prima rugventilatie, prettig zittende banden, goede prijs-kwaliteit verhouding.']","['Zorgen dat rits van rugzak niet verder opengaat als het voorzakje te zwaar is (alleen al met autosleutel, gaat deze vanzelf verder open.', 'Jammer dat de rugzak niet in een maatje kleiner beschikbaar was (18-20 ltr ipv 22)', 'geen minpunt gevonden']"
NAADE10006,"[9, 10, 10]","['Ruim', 'Genoeg vakken, niet te groot.', 'Sluit goed aan op je rug']","['Geïntegreerde regenhoes en aan beide kanten een lusje voor bril/water slang', 'Geen']"
NAADE10006,"[8, 9, 8]","['Goede vormgeving, lekker ruim vak, handige voor en bovenvak', 'De tas is erg fijn. Het kleine vakje voor aan is fijn van formaat. Handige vakjes daarin voor bijv portemonnee en pen', 'Ondanks het warme weer geen zweet rug. Kon genoeg voor een dagje weg in.']","['Klein vakje in de tas', 'Nvt', 'Thermosflessen vielen uit zijvakjes.']"
NAADE10006,"[9, 8, 10]","['Lekker draagcomfort', 'Goede drukverdeling, m.n. tussen de schouders, erg prettig, en niet laag op de rug.']","['Geen', 'Nog niet gevonden.']"
NAACE00059,"[9, 9, 10]","['Gewoon goed', 'juist formaat, goed af te stellen en comfortabel om te dragen', 'De functionaliteit. Ook is de rugzak geschikt voor alle weersomstandigheden. De kleur is heel mooi.']","['Niks', 'nee, nog niet', 'Nee.']"
NAACE00059,"[10, 8, 10]","['Zeer doordacht en praktisch', 'Draagcomfort en kleur effe.', 'Indeling van de rugzak wat betreft de vakken. Een mooi ruim vast bovenvak voor portemonnee/telefoon voorzien van een rits. Makkelijk even los te klikken van het grote vak.\nRits onderzijde']","['Moet ik nog ontdekken. Ga hem binnenkort intensief gebruiken', 'Geen minpunten']"
NAACE10006,"[10, 9, 9]","['Goede ventilatie bij de rug\nFijne lichte tas met genoeg opbergruimte voor een dagwandeling.', 'De Deuter Ac Lite 24 draagt comfortabel, plakt niet aan de rug door het uitwendige frame en is goed instelbaar. \nVoldoende ruimte voor dagbagage. \nMet regenhoes en ruimte voor optionele waterzak.', 'Veel vakken/ritsen. Handige sluiting. Goede vorm, mooi materiaal']","['Nog niet ervaren', 'Een paar extra vakken zouden handig zijn.']"
NAACE10006,"[1, 9, 10]","['niks', 'Meegenomen hiken. Fantastische gewichtsverdeling, hij draagt veel lichter dan verwacht', 'Draagt erg prettig, goede pasvorm.']","['betere voorlichting', 'Nee, nog niet gemerkt']"
NAACE10006,"[8, 8, 8]","['Draagcomfort', 'Genoeg ruimte voor dag/weekend wandelingen', 'Afmeting']","['Iets te klein voor een lan weekeind.', 'Tot nu toe nog niet', 'Apart voorvakje']"
NAACE10006,"[8, 8, 9]","['Kwaliteit is top. \nHandige indeling. \nZit niet warm', '- Sterke tas\n- Veel opbergmogelijkheden\n- Mooi design\n- Fijn dat de tas los van je rug hangt door de extra draagbeugel.', 'Draag comfort en opbergmogelijkhrden achter ritsen']","['- De tas zou in meer kleurvariaties beschikbaar mogen zijn.', 'Geen']"
NAADE10005,"[9, 10, 2]","['Prima draagbanden\nVeel extra opbergvakken', 'Mooie rugzak met smalle banden.']","['Geen', 'Door het smalle design is er heel weinig opbergruimte in de rugzak. De lengte is erg kort wat de rugzak alleen geschikt maakt voor zeer kleine mensen (mijn vriendin is 1.65m. toch is de rugzak te kort voor haar). De onderkant drukt bovendien op de heupen, wat irritatie veroorzaakt.']"
NAADE10005,"[8, 8, 9]","['Hij is compact. Licht. Mooi om te zien. Wat jammer is, is dat hij iets aan de kleine kant is en weinig aparte vakken heeft.', 'De rugzak draagt licht en is mooi van kleur. De banden zijn niet te breed, maar geschikt voor smallere schouders.', 'De ideale rugzak voor wandeltochten.']","['Niet handig om een laptop in te vervoeren, een fractie breder was fijn geweest.', 'Er was een beperkt aantal kleuren.']"
NAACE10006,"[9, 8, 10]","['Fijne smalle pasvorm voor dames! Past veel beter dan reguliere modellen', 'Lang frame, heup riemen vallen goed en ruim vak', 'Licht en luchtig Groot en Confortabel,\nZo draag ik deze dag wandelrugzak, en als ik thuis kom na een dag Hiking, en zonder bezweet terug ben gekomen geniet ik van een welverdiend gevoel een Goede aankoop te hebben gedaan.']","['Jammer dat maar aan 1 kant een drager voor fles aan de zijkant zit', 'Alleen vanaf de bovenkant toegang tot het hoofdvak']"
NAADE10005,"[10, 10, 9]","['Mooie sterke maar toch lichte dag rugzak', 'Sterk, waterdicht, comfortabel, licht.', 'Zit goed']","['Geen klein vak.', 'Heel veel hangende riempjes']"
NAACE10006,"[9, 9, 10]","['Alles wat je nodig hebt, zit goed op heupen en zijzakje bereikbaar terwijl je het draagt.', 'Mooi vorm gegeven en het gebruik van 2 kleuren in het ontwerp. Draagt super fijn en  door constructie plakt hij niet op je rug.', 'Licht, ziet er goed uit, praktisch.']","['Ze kunnen uitleggen waar verschillende lusjes en touwtjes voor zijn. Ik gebruikte de wandelstok lussen prima maar waar zijn die anderen voor?', 'Voor dagrugzak groot genoeg maar voor een lang weekeind toch te klein voor mij.', '1 van de 2 zijvakken is een soort telfoonzakje met rits. Ik had hier liever eenzelfde zijzak gezien als aan de andere kant.']"
NAADE10005,"[10, 8, 9]","['Afstand tussen rug en tas, twee vakken aan de bovenkant', 'Lucht tussen rug en rugzak', 'Regenhoes \nPunt voor wandelstokken \nBuitenkant rits voor bril']",['Reflexen voor veiligheid']
NAACE10006,"[8, 8, 8]","['heel licht en lekker smal op de rug', 'Lichte tas, frame, heupstukken', 'Plaatsing drink bidon']","['mogelijk een zijvakje voor een drinkbeker', 'Er zit maar 1 zakje voor fles', 'Beide kanten plaats voor bidon']"
NAADE10005,"[9, 9, 8]","['Draagcomfort', 'Mooie kleur.\n veel vakken', 'Hele fijne comfortabele rugzak die ik mee genomen heb voor een reis naar Ijsland. Veel extra vakjes, een vastzittende regenhoes en goed afgestemd op een vrouwenlichaam. Leuke kleur ook!!']","['Ietsje groter vakje voor de mobiele telefoon zou handig zijn', 'Geen voldoet aan mijn wensen .\nDaarom deze gekozen', 'Niet echt']"
NAACE10006,"[9, 6, 9]","['Stevigheid, uitstraling, draagcomfort.', 'De rugzak draagt erg prettig, luchtig door bolling bij de rug.\nEr zit een regenhoes bij en een aantal kleine vakjes voor sleutels, mobiel, pasjes e.d.']","['Meerdere kleurstellingen voor keuze.', 'Ik vind het achteraf gezien toch onhandig dat je in deze rugzak niet zo makkelijk een boek of tijdschrift mee kan nemen door de vorm. Je kunt niet goed bij de dingen dier onderin zitten, dan moet je de hele tas uitpakken.']"
NAADE10005,"[10, 8, 9]","['Wat een fijne rugzak is dit. Pasvorm is fijn fijn, er kan veel gewicht in zonder dat de rugzak aan mijn schouders gaat trekken.', 'Mooi compact, mooi vormgegeven. Prima draagcomfort.', 'De rugzak is zeer licht en zit comfortabel op de heupen en schouders. Het heeft een handig vak bovenop voor de telefoon etc en een verborgen vakje vanbinnen. Het zijvak voor de bidon is lekker hoog, zodat de fles er goed in blijft zitten. De geïntegreerde regenhoes is ook fijn.']","['Misschien doordat ik eerst een grotere rugzak had,vind ik deze toch wel wat klein.', 'Weinig op aan te merken. Misschien had ik liever twee bidonvakken gehad voor langere wandelingen in plaats van één.']"
NAADE10004,"[10, 8, 9]","['Ruime rugzak die comfortabel zit', 'Hele fijne tas waar, ondanks de 30L, voor mijn gevoel erg veel in kan! Voelt stevig aan en zeker voor de prijs is de kwaliteit erg goed. Overigens ook gewoon een erg mooie backpack!', 'Fijne rugzak, ruim genoeg om aantal dagen mee op stap te gaan. Goed af te stellen, brede heupbanden, genoeg vakken, en fijn dat onderste gedeelte apart vak is! Klein genoeg om mee te kunnen nemen als handbagage.']",['Iets groter voor vak/net om bijvoorbeeld regenjas op te bergen zou fijn zijn!']
NAADE10004,"[7, 8, 8]","['Mooie tas met heel veel handige vakjes. Er kan veel in de tas en tijdens het dragen zit de tas prima!', 'Comfortabele rugtas met handige vakken', 'Tas is lekker licht en heeft alle opties die ik wilde: regenhoes, heuptasje, mogelijkheid voor een camelbag.']","['Na het dragen zijn je schouderbladen en heupboten geïrriteerd en hebben rode striemen.', 'Het had handiger geweest als het ritsen had in plaats van “de klikopening”']"
NAADE10005,"[8, 9, 9]","['een fijne rugzak voor 2 daagse wandelingen!', 'Compacte rugtas waar toch veel in kan. Mooie tijdloze kleur. De riemen zijn goed verstelbaar. Handig vakje aan de buitenkant voor drinkfles. In de bovenkant zitten zowel buiten als binnen twee handige vakjes die je met de rits kunt afsluiten voor kleine spullen zoals sleutels, telefoon of een mueslireep.']","['Jammer dat er geen ruimte aan de buitenkant is voor 2 bidons/ thermosflesje', 'Er had nog een vak voor op de tas gekund maar dat is een designkeuze.']"
B42A190032,"[8, 8, 9]","['Lichtgewicht, compact, verstelbaar, wandelstokken kunnen bevestigd.', 'Heerlijk handzaam tasje, zit lekker, goede aansluiting op de rug', 'Handige vakjes, regenhoes geïntegreerd in de tas, en hij zit goed op de heupen. Klipje op de borst is ook te verstellen.']","['Misschien opbergplek voor drinkfles waar je makkelijk bij kunt.', 'Geen, misschien zou ik achteraf een maatje groter hebben besteld maar voor een dagtrip is deze maat prima te doen. Geen inhoudelijke verbeterpunten.', 'Nog niet ervaren. We hebben er pas 1 keer mee gewandeld. Als de tas over een paar vakantieseizoenen nog weinig slijtage vertoont kan pas met recht worden gezegd dat de tas goed in elkaar steekt.']"
B42A190032,"[9, 10, 10]","['Compact en draagt prettig. Voldoende opbergvakjes. Vooral kleine vakjes aan heupriem zijn praktisch', 'Compleet, draagt prettig, handige indeling, ruimte voor waterzak en er zit een tegenhield in.', 'Niet te groot en goede ondersteuning voor mijn rug']","['Nee, wellicht had meer keuze in de kleur fijn geweest.', 'Meerdere kleuren']"
NAADE10007,"[10, 10]","['Wat een draagcomfort. Ook alles zo heel goed op maat te verstellen. En mooi om te zien\uf60a', 'Ik ben niet zo groot, maar de rugzak past goed op mijn rug. Verder zitten de schouderbanden perfect langs de voorkant. \n\nIk ben zeer tevreden! \uf600']",[]
NAACE00002,"[9, 10, 10]","['Eenvoudige indeling en eenvoudig gebruik. Geen overbodige poespas.', 'Zit erg comfortabel, behoorlijk ruim 28 liter en verder uit te breiden tot 35 liter, ideaal voor meerdaagse wandel tochten in de bergen, de rugzak heeft een goede lucht circulatie rug gedeelte, makkelijk toegankelijk, van boven en voorkant, makkelijk aansnoeren compartiment, fijne heupgordel, met verschillende opbergvakken, zoals mobiele telefoon, en andere praktische zaken, fel oranje kleur, goed zichtbaar in de bergen, en heeft een regen cover onderin de rugzak, bij regenachtig weer, heb er zelf nog een drinkwaterzak systeem van 2,5 liter, met drinkslang van Ospreys aan toegevoegd, voor een dorstlesser onderweg!', '- Goed draag comfort\n- Spine systeem voorkomt contact met schouderbladen\n- Sterk materiaal\n- gemakkelijke opening (van boven of van voren)\n- Diverse opberg handigheden (bv stokken, klein tasje aan de zijkant etc.)\n- Gaatje voor drinkzak slang']","['Minimale schriftelijke informatie over onderdelen en gebruik.', 'Géén', '- Stevige prijs voor een 35L tas']"
NAACE00002,"[9, 9]",['(verstelbare) Inhoud\nbewegende harnas'],['Bij onjuist gebruik van de heupband kunnen er gaatjes ontstaan in je t-shirt']
NAACE10005,"[9, 10, 4]","['Compact, groot genoeg']",['Voldeed aan verwachtingen']
B42A390117,"[8, 8, 9]","['Veel vakken\nDegelijke tas\nDraagt comfortabel', 'Een erg ruime tas met voldoende verschillende vakken en vakjes. Kleur op de foto lijkt grijzig maar toen ik de tas kreeg was hij echt zwart']","['Niet 1 groot vak. Vooral veel verschillende vakken.', 'Het achterste vak (het laptopvak) heeft ritsen helemaal tot aan de onderkant van de tas. Als deze ritsen half open zijn en je de tas net niet goed vast hebt tijdens het gebruik gaan deze helemaal open waardoor de rest van de tas voorover valt.']"
NAACE10004,"[8, 9, 9]","['mooi en goede pasvorm, en , heel belangrijk, een regenhoes', 'Prettige dagrugzak.\nFijn draagcomfort, praktische vakverdeling. En incl. regenhoes , super!']","['had iets groter gemogen..', 'Dikkere ritsen! Dan is ze volmaakt! En gaat ze veel langer mee!']"
NAACF00002,"[9, 8, 8]","['Zit ontzettend goed op de rug. Comfortabel, makkelijk te bereiken drinkfles en tas is overall van hoge kwaliteit.', 'Handig en licht!']","['Geen regen hoes', 'Nee, niet direct,  wel zou beter de functie van de verschillende vakjes aangegeven kunnen worden']"
NAACF00002,"[8, 9, 8]","['Ruimte en indeling', 'Prettig dragen', 'Lichtgewicht, goede pasvorm, er kan veel in en je kunt er goed bij.']","['Bovenste rits is niet te gebruiken als je tas aan handvat vasthoudt', 'Geen idee', 'Nog niet ontdekt, maar ik heb hem pas één keer gebruikt.']"
NAACF00002,"[9, 8, 9]","['Draagcomfort en uiterlijk. Opbergruimte.', 'Stevig, genoeg ruimte, comfortabel en aanpasbaar aan het lichaam.']","['Ik mis alleen elastieken aan de buitenzijde zodat je een natte jas ook buiten de rugzak kan hangen', 'Een vakje meer was fijn geweest.']"
NAACF00002,"[8, 8, 5]","['Stevig en laptopvak', 'gewicht\ngoede toegankelijkheid\nomvang ook geschikt voor grote laptop\ngoede rugzak voor dagelijks gebruik en lange wandelingen', 'Zit comfortabel, lichtgewicht.']","['Ik mis kleinere vakjes. Er is er maar één.', 'borstbandjes zitten los, en na twee weken ben ik er al een verloren; nabestellen verloopt moeizaam\n\ngeen flapje over hoofdritssluiting > risico van inregenen', 'Onhandig ingedeelde rugtas. Weinig opbergvakjes waar je kleinere dingen kan wegstoppen zonder heel je tas overhoop te moeten halen.']"
NAACF00002,"[10, 10, 9]","['Heerlijke rugzak die perfect draagt.', 'Degelijkheid!', 'Draagcomfort, overzichtelijke en praktische indeling, geen overbodige vakken. Perfecte rugzak voor een dagje weg. Mijn beste dagrugzak tot nu toe.']","['Enige minpunt geen overlap voor de ritssluiting. Als het regent komt het water door de rits.', 'Iets méér vakken vind ik prettiger .......', 'Geen regenhoes']"
NAACF00002,"[9, 8, 9]","['Gemakkelijke en handige rugzak.', 'Waterdicht', 'Lichtgewicht en zit goed op de rug']","['Enige min punt; niet waterdicht.', 'Miste wat kleine zakjes,bv aan de riem die je om je middel vast maakt ( om bv telefoon in te doen ) \nElastiek op de tas om er wat achter te doen, bv jas die je uit doet', 'Helaas geen waterdichte hoes bij geleverd.']"
NAACE10001,"[9, 8, 9]","['Fijne grootte. Draaggemak', 'Lichte rugzak, voldoende vakken.', 'Prima  ruimte genoeg']","['Geen', 'Iets meer versteviging in de rug was fijner geweest']"
NAACE10001,"[9, 9, 6]","['Vanwege smaller rugpand speciaal geschikt voor dames , harde rugplaat/ net zorgt voor goede doorluchting .\n Zeer mooi uiterlijk, geschikt voor langere tochten. \nVeel bergruimte.', 'Goede ondersteuning en geen bezwete rug door de ruimte die er zit.', 'Dat ik er mijn wandelstokken er goed aan vast kan maken/ insteken; de tegenhield, verstopt in onderste vakje; het frame en Arizona gedeelte waardoor decriminalisering fijn draagt.']","['Nog geen min punten gevonden.', 'Ingebouwde frame is te zwaar; onderkant moet nog vochtwerende en slijtvaste laag hebben want door neerzetten wordt hij daar nat en slijt ook snel; binnen vak is niet te gebruiken!! Door buiging van het frame kan je er niet makkelijk iets uithalen en vooral niet als er in bovenste zakje met rits spullen zitten want die dekken dan de opening van binnenval helemaal af.']"
NAACE10001,"[9, 9, 10]","['Fijne pasvorm, voldoende vakjes, prima kleur, fijn licht gewicht. Kleine handigheidjes zoals raincover, sleutelclip en compressiebanden. Tot nu toe draagt de tas comfortabel en werkt de ventilatie op de rug goed.', 'Doet wat er gezegd wordt zelfs in de dagenlange regenbuien geen problemen met deze rugzak. Prima draagcomfort. Terugkijkend had ik de grotere variant aangeschaft.', 'Alle handige opberg mogelijkheden']","['Iets langere heupstukken met vakjes waren fijn geweest. De lange bungelende bevestigingsbanden van de heupband kun je nergens wegstoppen dus die hangen in de weg of moet je wegfrommelen onder de heupband.', '.', 'Er had nog een lus of ring aan kunnen zitten om schoenen, helm of iets dergelijks aan te hangen.']"
NAACE10001,"[7, 10, 9]","['Ziet er mooi uit, lichtgewicht, en die mesh is ook fijn om zweet te voorkomen.', 'Licht, draagt heerlijk', 'goede stevige tas, goede buik en borst banden, mooie regenhoes waardoor de tas ook droog blijft met regen.']","['Metalen frame zit bij mij niet goed - misschien ben ik te breed voor, maar die steekt in de zijkanten van mijn rug/heupen. Ook heb ik gegoogled dat een 3l waterzak er in zou passen, want die heb ik al, maar die is er te groot voor. Zelfs als ik hem tot 2l vult is die moeilijk te plaatsen.', 'Voor zakje is handig, voorzien van rits misschien nog handiger']"
NAACE10001,"[8, 7, 9]","['Draagt prettig', 'Lichte rugtas, zit fijn en met een aantal handige opbergvakken.']","['Een extra vakindeling was nog beter!', 'Weing opbergvakjes']"
NAACE10001,"[7, 10, 9]","['Rugpand ventilatie', 'Zeer functioneel! Alles zit er op, er in en er aan. Geen overbodige opschik.\nFijn bovenvak en binnenvak met rits.\nZeer licht in gewicht, ondanks de air-zone.', 'AirZone werkt goed en houdt je rug cool.\n\nDe straps dragen stevig, ik kan zelfs hardlopen met een volle tas zonder dat het te ver schud.']","['Maar één groot vak. Gelukkig wel twee kleine ritjevakjes, eentje buiten en een net binnen het vak.\n\nDoor het stugge frame voelt het minder dan 22 liter. Om er echt zo veel in te doen moet je wel stouwen en haal je het onderste er niet makkelijker meer uit.']"
NAADE10003,"[8, 7, 9]","['hij draagt heel fijn', 'Door de ruimte tussen de rugzak en mijn rug was het erg comfortabel']","['Het zou fijn zijn als de hoogte van de rug iets langer kon maken', 'de regenhoes is bij langdurige regen niet waterdicht.', 'Neen']"
NAACE10001,"[9, 9, 9]","['Goede rug-ventilatie', '* Comfortabele rugzak. Goede pasvorm. Met mesh textielframe, zodat hij niet zweet op je rug.  Na 4 dagen zware hike in hitte nog steeds comfortabel. \n* Veel vakjes. Handig ritsvak bovenop voor telefoon, GPS, geld.', 'Draagcomfort is hoog']","['* Minder tevreden over de zijvakken. Staan wat ver naar achter, zodat je  tijdens het lopen moeilijk je drinkfles uit zijvak kunt pakken. Zijvakken hebben geen bovenklep of riempje om inhoud vast te snoeren. Bij bukken valt fles eruit.', 'Nee']"
NAADE10003,"[10, 7, 8]","['Heel goed frame, nooit last van mijn schouders, fijn los van de rug.', 'Draagt heel comfortabel\nMooi afgewerkt', 'Nog te weinig gebruikt om daar een menig over te hebben']","[""De kleur stond als 'petrol' maar is toch echt gewoon licht blauw - viel een beetje tegen."", ""Voorste voorvak is een open vak (er valt wel eens iets uit als ik m'n veters wil strikken)\nVrij zware rugzak voor deze inhoud"", 'Nog te weinig gebruikt om daar een menin g over te hebben']"
NAACE10001,"[9, 9, 9]","['Geeft inderdaad meer ademing in je rug', 'Zit erg lekker en geen natte rug bij het dragen.', 'ruimte tussen rug en tas waardoor je niet transpireert\ngoede draagcomfort en verstelbaar']",[]
NAADE10003,"[9, 9, 9]","['Meer dan voldoende ruimte om mijn camera met toebehoren mee te nemen. Bovendien nog ruimte over voor een jas, drinken eten en een reishanddoek. Extra voordeel,  makkelijk in te stellen. Voor mij een extra voordeel,  mijn man vindt de rugzak ook gemakkelijk te gebruiken.', 'Rug ventilatie en comfort', ""Ruim, fijne vakken en prima op je eigen 'maat' in te stellen.""]",['.']
NAACE10001,"[7, 8, 8]","['veel ruimte en handige vakjes.', 'de indeling van de tas .', 'Zit enorm fijn op je rug']","['met lopen in T-shirt kruipt T-shirt omhoog kan ook afstelling zijn moet ik nog uitvinden.\n\ndrinkfles wil er nog wel eens uitvallen met omdoen van tas.', 'De daypack had van mij iets slimmer ingedeeld kunnen worden op het gebied van vakjes in en om de rugzak']"
NAADE10003,"[9, 9, 8]","['Makkelijk mee te nemen en handig bij het dragen', 'Van alle gemakken voorzien']","['Ik zou liever een meer gangbare, minder opvallende kleur hebben...']"
NAACE10001,"[9, 9, 8]","['De lucht ruimte tussen rug en rugzak', 'Airzone', 'Draagt heerlijk mooie kwaliteit praktische indeling']","['Nee', 'Mag iets grotere inhoud', 'Iets minder handig in te pakken vanwege het schuine frame (maar dat neem ik op de koop toe omdat dit het draagcomfort vergroot)']"
NAACE10001,"[9, 8, 10]","['De grootte en draagcomfort', 'Voorbereiding voor waterzak is fijn. Goede ventilatie van rug. Goede verdeling van compartimenten.', 'Klein en handig']","['Weinig keuze in kleur', 'De heupgordel had voor mij meer door mogen lopen (rondom)', 'Nvt']"
NAACE10004,"[9, 9, 10]","['Zeer goede degelijke rugzak, warmte afvoer rug noet altijd optimaal.... wandelen met een 90% vochtigheidsgraad  en 28 graden was wel een goede maar zware test....maar verder prima rugzak...zeker een aanrader', 'Compact met veel inhoud', 'Veel handige vakjes, gespje in een ritsvak voor je sleutels. Top rugzak en zeer ruim.']",['Buikbandsmal']
NAACE10003,"[9, 8, 8]","['De tas is comfortabel te dragen en door de ventilatie bij de rug geen last van een bezwete rug. Verder heeft de tas praktische vakken aan de buitenkant voor waterflessen en aan de binnenkant voor een laptop en andere spullen. Er zit ook een haak in een vak bovenin de tas waar ik mijn sleutels aan kan vastmaken. Onderin de tas zit een aparte hoes die om de tas heen te maken is tegen water, we zo handig met een laptop binnenin de tas.', 'Is funtioneel met het frame om de zak niet direct op je rug te laten rusten. Houdt je rug koel.', 'Gewicht rugzak , handige dagrugzak']","['Er zit geen ondersteuning in voor een drinksysteem, in plaats daarvan een laptop vak waar mijn 14 inch macbook exact in past.', 'De heupband om het gewicht op te laten rusten is wel heel erg klein. Ben benieuwd of het op langere tochten nog prettig zit.', 'Borstwand zit voor mij te hoog']"
