sku,rating,good points,bad points
NAACE10001,"[6, 9, 8]","['Draagt om de schouders perfect.\nZiet er mooi uit', 'Veel ruimte, stevig materiaal', 'ik ben niet zo groot, de hoogte vooral.']","['de buikband moet ik heel erg aantrekken. Dat is te voelen aan mijn buik.\nEr bungelen dus tweegrote dunne bandjes van voren. Ik had de buikband dus liever wat breder gewild en korter.\nHet bovenste zakje met rits aan de buitenkant, had ik liever binnen in de tas willen hebben.(veiligheid)\nDe sluiting borstband geeft mij wat problemen. Ik krijg hem niet makkelijk dicht', 'Nee', 'heb ik nog niet ontdekt.']"
NAACE10003,"[9, 9]","['Precies juiste grote voor woon-werk. \nZit lekker.\nGoed afgewerkt.\nNiet te warm.', 'allerlei vakjes om alles in te doen']","['Als hij rechtop staat (niet op de rug) heeft de tas de neiging weg te glijden.\nEen manier om de heupbevestigingsbanden op te bergen wanneer je ze niet gebruikt zou mooi zijn.', 'geen']"
NAACE10001,"[8, 10, 8]","['Licht', 'Ruime rugzak.\nHandige extra vakjes ook voor kleine spullen\nHij is super licht.\nPrima in te stellen en draagt comfortabel.', 'Afstandhouder voor de rug']","['Waterdichtheid', 'Geen', 'Daar heb ik het produkt te kort voor']"
NAACE10001,"[8, 9, 8]","['Het is een fijne lichte rugzak, die zich ongemerkt laat dragen. De banden passen goed en er is relatief veel ruimte beschikbaar.\nHet aparte vak voor papier is handig, hoewel ik betwijfel of je het ooit zult gebruiken. Maar dat is persoonlijk. Het elastische voorvak is daaentegen wel prettig en goed bereikbaar voor kaarten (zolang het niet regent.\nHet kleine vak bovenin is daarentegen erg handig voor kleine spullen die je snel nodig hebt. Denk aan sleutels of geld.', 'Lichtgewicht rugzak met voldoende opbergvakken. Het net tussen rug en rugzak is fijn, voorkomt een natte rug.', 'Lichtgewicht rugzak die comfortbale gedragen wordt.']","['Als opmerking vind ik het jammer dat er geen gescheiden onder en bovenvak in zit. Soms is het prettig als je bijvoorbeeld fruit en blikjes bij je hebt om die zodanig te scheiden dat de een de ander niet verdrukt.\nTegelijkertijd besef ik dat daarmee de vakken misschien wel te klein zouden zijn geworden.\nIk zou liever een waterdichte stof gehad hebben en het vak van de regenhoes hebben kunnen benutten voor opbergruimte.', 'Misschien nog een extra ritsvakje aan de zijkant, zou handig zijn. Maar verder niets te verbeteren.', 'Ik ben zelf een fan van meerdere vakjes in een rugzak; die missen hier.']"
NAACE10001,"[8, 10, 8]","['Draaggemak', 'Draag comfort', ""Wandelstokken zijn goed en stabiel te bevestigen; dat was een belangrijk criterium voor mij en werkt ook echt goed. Grote (ademende) voorvak vond ik voor bv fruit en eten ook prettig.\n\nje rug blijft écht droog van het rekje op je rug. gewicht daardoor wel iets zwaarder (en rugzak minder 'opvouwbaar'), maar het voordeel is heel prettig in draagcomfort!!!""]","['Bereikbaarheid drinkfles tijdens wandeling (zonder rugzak af te doen)', ""het bovenste bandje om de rugzak op de borst vast te maken is verstelbaar door het los te halen en door lussen te halen. Daardoor is er ook kans op verliezen van dat bandje (mn de bovenste lussen zijn beetje te ruim). Da's dus opletten. \nIk heb de 1 na bovenste lussen gebruikt en daar zit het goed stevig vast.\n\nIk mis wel telefoonvakje in heupband.""]"
NAACE10001,"[9, 10, 9]","['Compacte lichte rugzak met ademend rug gedeelte.', 'Goed in te stellen, genoeg vakjes en fijn dat je geen natte rug krijgt.', 'ontzettend licht en zit heerlijk op de rug. Hoofdvak is voldoende en kleine vakje bovenop is fantastisch. het voldoet dus 100% aan mijn verwachtingen. Ben nu in Noorwegen en daar lopen ook vele met deze rugzak!']","['Op dit moment kan ik niets bedenken', 'Wel een beetje prijzig.', 'open vak voorop kan wat mij betreft ook met rits.']"
NAACE10004,"[9, 9, 9]","['Toptas. Hij moet nog mee op vakantie en is iets kleiner dan mijn vorige Deuter, maar er kan nog steeds genoeg in.', 'Gemak waar de rugzak te verstellen valt op persoonlijke voorkeur, top!', 'Erg complete rugzak. Bevat alles wat een basis rugzak nodig heeft. Bijv. Genoeg ruimte voor een laptop, een weekend aan kleding, wat eten en een bidon. De 23liter is in verhouding tot andere rugzakken van dat formaat vrij ruim. \n\nIk gebruik deze voor dagelijks gebruik, fietstochten en wandeltochten. De ventilatie op de rug is daarom erg fijn.']","['Geen!', 'Het is een relatief klein tasje en de lengte is hierdoor niet heel groot. De heupband zit niet echt op de heupen, maar dat komt deels door mijn lange rug.\nMocht je meer heupsteun zoeken bij een tas, dan is deze denk ik meer geschikt voor iemand met lichaamslengte tot 1.80m.\n\n\nDe ventilatieruimte op de rug zorgt voor bolling in de tas. Hierdoor is je laptop niet alleen schuin in de tas te plaatsen. Dit vergt wat meer creativiteit met inruimen.']"
NAACE10001,"[10, 10, 8]","['Zeer mooie tas voldoende vakken om wat kleine spulletjes kwijt te kunnen .\nDraagt.heerlijk op de.rug .\nGewoon een mooie tas om mee gezien te worden', 'Het lichte gewicht in combinatie met het frame dat degelijk is en de rugzak van je rug weghoudt. Top comfort!']","['Geen', 'Een mogelijkheid om bovenop of achterop een jas of iets dergelijks te bevestigen zou handig is. Nu heb ik de borstriempjes gebruikt door ze naar achteren te brengen en er een knoop in te doen.']"
NAACE10004,"[8, 8, 8]","['Fijne indeling van de vakken!!\nComfortabel om te dragen met warm weer.', 'Het frame zorgt ervoor dat je wat ventilatie hebt en niet zo snel een zweterige rug krijgt. \n\nHandige vakjes/compartimenten.', 'Kleur en draagcomfort']","['Hij schuurt langs je rug wanneer je hem niet helemaal vast klikt, dat gaat beetje ten koste van je shirts.', 'Algehele ‘bouwkaliteit’ van de rugzak is prima, maar de ritsen komen wat fragiel over.', '???']"
NAACE10002,"[9, 9, 9]","['Ik heb een paar tassen gepast in de winkel, en deze zat het fijnste. Na een tocht van 20 km (3,5 kilo bepakking ongeveer) Voelde ik de tas nog steeds niet. Ook met mijn wandelstokken aan de zijkant bleef de tas stabiel.', 'Mooie opvallende kleur en prettig draagcomfort', 'Compact, handige vakjes, regenhoes, comfortabel.']","['Geen', 'nog niet ontdekt', 'Ik vind zelf persoonlijk een klein vakje aan de buitenkant handig. Maar ik kan er verder weinig op aanmerken. Hele fijne compacte dagrugzak.']"
NAACE10004,"[9, 8, 10]","['Prettig zittende rugzak,\nmet wasemmatje tegen zweetrug,\ngoed instelbaar,\ndiverse vakken met en zonder rits (ik kom nog steeds nieuwe tegen)']",[]
NAACE10002,"[9, 9, 8]","['Zit fijn op de rug.', 'Door een extra rugpand is het draagcomfort heel fijn', 'De ruimte tussen rugzak en je rug zodat je niet zo bezweet raakt op je rug. \nEn dat de heupgordel lang genoeg is om dicht te kunnen voor de stevigere mensen onder ons.']","['De riempjes zijn voor slanke mensen te lang.', 'Na het afstellen van de draagbanden blijft er bijzonder veel van de riemen over.', 'Nog niet ontdekt']"
NAACE10002,"[10, 9, 8]","['Erg licht en comfortabel.', 'De rugzak is voor een vriendin en zei is er heel erg tevreden over. Ze voelt nauwelijks dat ze hem om heeft en is er erg blij mee.', 'Superlicht en compact.\nOptimaal draagcomfort.']","['Geen', 'Heb ik haar niet over gehoord.', 'Nog niet ontdekt.']"
NAACE10002,"[9, 10, 9]","['Het frame op de rug is prettig dragen', 'Lichtgewicht. Goede ergonomie. Prima geschikt voor dagtochten.', 'De vele opties zoals een fluitje, mogelijkheid tot een camelbak en het opbergen van je wandelstokken. Fijne lichtgewicht design en opbergmogelijkheden.']","['Nog niets', 'De rugtas heeft een fijne optie voor het vastkoppelen van je wandelstokken. Deze zit echter aan aan kant. Fijner zou zijn als je één wandelstok per kant kon koppelen. Op deze manier heb je een beter gewichtsverdeling.']"
NAACE10002,"[8, 9, 10]","['draagt fijn op de rug\nvoorkomt zweten met warm weer\nvoor mij genoeg plaats en zakjes\ninterne regenhoes', 'Solide tas, comfortabel. Sterk. Multifunctioneel.', 'Superfijne rugventilatie, kan veel in de tas, handige vakjes']","['ik had misschien toch voor een 20 liter rugzak moeten gaan. Maar dit is persoonlijk.', 'Weinig. Had misschien iets meer afzonderlijke opbergvakjes mogen hebben. \n\nMaar dat gaat absoluut niet ten koste van de tas.', 'De borst- en heupbanden zijn wat fragiel, vraag me af hoeveel die gaan helpen']"
NAACE10002,"[9, 10, 8]","['Hij zit niet direct tegen de rug dus laat wind door', 'Bij 4daagse bij zeer warm weer en regen gedragen. Geen enkel moment ‘last’ van rugzak gehad. Je merkt niet dat je m draagt', 'De rugzak draagt heel fijn, en is praktisch met de verschillende vakken om spullen goed in te delen.']","['Nog niet gemerkt', 'Als je de rugzak draagt, kun je niet zonder de rugzak af te doen, de waterfles pakken.']"
B42A390277,"[9, 10, 10]","['Mooi design, fijn in gebruik. Nu meerdere keren gebruikt op wandelroutes icm 1.5liter camelback. Zeer tevreden.', 'Fijn dat dat heupband eraf kan\nTwee goede zijvakken\nLicht materiaal\nSysteem voor wandelstokken', 'Overzichtelijk rugzak. Fijne heupband. Regenzak mooi weggewerkt']",['Tot nu toe geen.']
NAACE10002,"[9, 9, 9]","['Gewicht en de airzone', 'handig', 'perfect voor wandelingen waarbij je weinig mee te nemen hebt']","['Geen', 'nvt']"
B42A390277,"[9, 10, 9]","['De rugzak is erg lichtgewicht voor dit volume.\nHij beschikt voer veel handige features (regenhoes, heuptasje, goede stretch-vakken voor en aan de zijkant).\nEen fijne, rustige kleurstelling. Ik hou niet van die ""schreeuwende"" kleuren in de natuur.', 'Zit fijn, veel vakjes, blijft koel']","['Het materiaal lijkt erg dun / niet echt duurzaam, de tijd zal wijzen hoe lang het mee gaat.\nIk moet er nog een keer echt mee op pad, maar ben sceptisch of de ventilatie op de rug echt beter is dan bij een klassieke rugzak met ""gesloten"" rugpand.\nDoordat de rugzak naar beneden toe smaller wordt kan hij af en toe niet op zich zelf blijven staan.', 'Jammer dat het telefoonzakje er niet af kan, verder geen minpunten']"
NAACE10002,"[10, 9, 10]","['Uitstekende dagrugzak voor korte en lange wandelingen', 'fijn, licht.', 'Lichtgewicht en lekker veel opbergvakken. Draagt comfortabel']",['draag verstel riempjes hadden iets betere kwaliteit mogen zijn.']
NAACE10002,"[8, 9, 9]","['Regen hoes is erg makkelijk. De lucht doorlating voor de rug is erg fijn tijdens een lange hike.', 'Dat ie vrij van de rug hangt', 'Licht, goed geventileerd, doordachte details.']","['Een van ritssluitingen was meteen los. Ritsen blijven überhaupt vaak vastzitten. Tas kan niet ver open; dat is soms wat onhandig met in en uitpakken van de tas.', 'Ventilatie kan nog beter']"
B42A390144,"[10, 8, 8]","[""Aan werkelijk alles wat je mag verwachten van zo'n lichtgewicht dagrugzak is gedacht, een topper!"", 'Je vielt de rugzak niet als je hem draagt.\nErg comfortabel\nBrede heupband', 'Draagcomfort, persoonlijk in te stellen']","['Nee, ik heb tot nu toe niets negatiefs opgemerkt.', 'Stroeve riempjes om alles aan te trekken']"
B42A390144,"[9, 8]","['Precies zoals verwacht na uitproberen Airzone 22 en 30 in de winkel (de 26 moest besteld worden)\nGrote gevoerde heupgordel is erg prettig en geeft veel steun', 'Praktisch voorvak']","['Nog niet ontdekt\nIn tegenstelling tot de productinformatie op de site heeft de Airzone 26 WEL een frame in het rugpand net als de Airzone 22. Dat is juist positief, maar de productinformatie lijkt dus niet te kloppen', 'Nog niet ontdekt']"
B42A390521,"[8, 9, 9]","['Licht van gewicht en functioneel', 'Handige lussen en straps\nSuper comfortabel\nFlessen (zelfs 1L) passen in de stretch zakjes aan de zijkant', 'Handige indeling met 3 fijne vakken. Fijn maatje ook.']","['Rugzijde had iets steviger gekund', 'Bij activiteiten wordt je rug erg warm, ondanks de ventilatie', 'Wel wat fragiele klikgespen en ringetjes, maar de service die ik helaas nodig had was goed..']"
B42A390444,"[8, 8]","['Heel licht en toch een stevige rug', ""Lichtgewicht en waterdicht: dát was wat ik zocht en beantwoordt volledig aan mijn wensen! \nDaarnaast verbaasde het me dat ik in 't platte voorvak nog aardig wat kwijt kan; meer als dat ik dacht.""]","['Eén vak extra in de grote ruimte zou voor mij (laptop) handiger geweest zijn.', 'Een grote zak (naast dat platte voorvak). Geen idee of er mss een mogelijkheid is om dat grote vak op te delen zodat je makkelijker je spulletjes kan terugvinden?']"
NAACD90039,"[4, 8, 9]","['Pasvorm, opbergruimte, comfort', 'Zeer stevige rits, binnen ook vier kleine vakjes met rits om kleine spullen netjes op te bergen.', 'Hij zit lekker en er past flink wat in. Materiaal is sterk.']","['Rits kapot gegaan tijdens reis. Jammer dat deze van plastic is, had me dat niet gerealiseerd bij aankoop.', 'Mis toch stiekem klein vak die je kunt openen zonder de hele tas van je rug te halen.', 'Als je een topje aanhebt en de rugzak zit lang op je rug dan kan het een beetje schuren op je schouders als je het borstriempje niet dicht doet.']"
NAACC60047,"[9, 8, 8]","['licht, makkelijk in gebruik!', 'Licht en waterdicht']","['Nog niet ervaren', 'Geen']"
NAACD60003,"[8, 5, 6]","['Niet te groot en niet te zwaar. \nPlus buikgordel. Draagcomfort!\n\uf44d', 'Kleur', 'Ziet er mooi uit']","['Nog niet echt gebruikt dus dat moet ik nog ervaren.', 'Stof is te dun', 'Voor mij : kan geen zware dingen in vervoeren .Veel zakjes en ditjes en datjes waar ik niks aan heb.Toch te snel gekocht en (dus?) verkeerde rugzak genomen.Voor iemand anders kan het wel oké zijn']"
NAACD60003,"[9, 8, 8]","['goede kwaliteit   ziet er leuk uit\ngunstige prijs.', 'Leuke kleurtjes, zit fijn op je rug en een prima formaat voor een dagje uit met de nodige rommel. Vakken van verschillende grootte en zelfs de mogelijkheid om een waterzak in de rugzak nte plaatsen met drinkslang (of gebruik het vak voor een kleine laptop/tablet of papieren).', 'Goed model, niet te laag in de rug']","['bij rechtop zetten, moeilijk stabiel te houden\nvalt vlug om !', 'Geen die mij direct te binnen schieten.', 'De schouderbanden konden nog iets comfortabeler']"
NAACD60003,"[9, 9, 9]","['Fijne rugzak die lekker past. Genoeg functies.', 'Fijne compacte rugzak met veel vakken waaronder een laptopvak. In gebruik voor woon-werk verkeer.', 'Soepel en sterk materiaal.\nPast perfect']","['Geen', 'Misschien 1 of 2 opbergvakjes extra binnen in de rugzak.']"
NAACD60003,"[8, 10, 9]","['Top', 'Ik heb de rugzak nu 2x gebruikt met een racefiets. Prima bevallen!', 'De verschillende vakken, aan beide kanten een bidonvak, je kan makkelijk een jasje of helm onder het voorste gedeelte plaatsen']",['Liefst had ik nog elastiek gezien voorop. Dan kan je makkelijk iets kleins eronder stoppen.']
NAACD60003,"[8, 10, 8]","['handig voor dagje op de fiets weg\n\nook voor gebruik werk!', 'Zit comfortabel', 'prettig draagcomfort']","['Geen', 'het grote vak had wel in 2-en gedeeld mogen worden, of althans die mogelijkheid mogen hebben.']"
NAACD60003,"[7, 8, 9]","['Logische posities van de diverse clips, fijn dat je hem ook makkelijk Los meeneemt en hij niet perse op de rug hoeft te hangen wanneer je je verplaatst', 'Niet overdreven groot, mooi voor woon-werk verkeer', 'Goede pasvorm, fijne scheidingen in de vakken, lichtgewicht.']","['Draag comfort door voor mij te smalle banden niet echt lekker, veel schuurplekken met het dragen van dunnere kleding nog geen ervaring met dikkere kleding.', 'Jammer dat hij niet waterdicht is en je genoodzaakt bent om een losse regenhoes te kopen', 'Sommige vakken zijn wat moeilijk om goed te gebruiken en het grote vak heeft minder ruimte dan je in eerste instantie zou denken doordat andere vakken ook dezelfde ruimte gebruiken in de tas.']"
NAACD60003,"[9, 7, 8]","['Veel ruimte, veel vakjes heel fijne lichte backpack', 'gewoon een zeer fijne dagrugzak', 'Handzame rugzak. Zelfs voor een overnachting geschikt.']","['De zijvakjes zijn niet heel geschikt voor waterflessen het elastiek is niet erg strak', 'wel voorzichtig zijn met kleine waterflesjes. kunnen er mogelijk uitvallen. voor grotere flessen geen probleem.', 'Jammer dat de kleur prijsbepalend is']"
NAACD60003,"[10, 8, 8]","['Mooi vormgegeven, stevige rugtas', 'Compact en goed draagcomfort, vele mogelijkheden, compleet', 'Handige en veilige opbergmogelijkheden, klein mee te nemen.']","['De bandjes op de borst en om je middel zijn want dun, kan voor sommige mensen een probleem zijn.', 'Geen', 'Kan niet rechtop blijven staan en is spatwaterdicht maar laat nog erg veel regen door.']"
NAACD60003,"[9, 8, 9]","['Licht gewicht, handig in gebruik', 'Lekkere draagbare rugzak met voldoende inhoud voor een dag wandelen', 'Fijne lichte tas waar je de heledag mee kan lopen zonder vermoeid te raken.\nJe rug wordt met warm weer ook goed geventileerd waardoor je geen plakkerige rug krijgt.']","['Goed nadenken over aantal liters. 20 is echt beperkt', 'Zijvlakken voor bidons is helaas iets te laag of te wijd waardoor de fles er nog wel eens uit wil vallen', 'Borst en heupband mochten wel afneembaar of beter weg te werken zijn.']"
NAACD60003,"[8, 7, 10]","['Mooi klein rugzakje, goed voor woon-werk en korte wandeling.', 'De opbergvakjes zijn handig. Hij draagt fijn en heeft een licht gewicht.', 'Prima rugzak die erg prettig draagt.']","[""Groter lunchbakje kan alleen op z'n zij in de tas. Kleine vakje voor losse meuk is wat beperkt."", 'De zij netjes om je waterfles in te doen rekt heel snel uit elkaar.', 'Geen']"
NAACD60003,"[8, 9, 8]","['Compact- draagt comfortabel-voldoende vakjes', 'Erg fijne tas voor dagelijks gebruik (werk). Fijn voorvak waar je makkelijk pennen en kleine dingen in stopt.\nGroot genoeg binnenvak en laptopvak.', 'Draagcomfort is erg goed en daarnaast het lichte gewicht']","['de vakjes aan de zijkant voor flesjes zijn vrij ondiep, waardoor de flesjes er makkelijk uitvallen', 'Ik mis een vakje tegen de rug aan voor waardevolle spullen', 'Nog geen zwakke punten.\nHet nut van de driehoekige klep is me niet geheel duidelijk,  je kan er haast niks instoppen want het valt er snel uit.']"
NAACD60003,"[7, 9, 8]","['Goeie, stevige tas voor dagelijks gebruik of voor op reis. Prima aantal vakjes die goed af te sluiten zijn en een mooi vak om een laptop in op te bergen.', 'Model, lekker veel vakken, gewicht, en de kleur. Vrolijk, maar ook goed opvallend bij regen. Beter dan een donkere kleur.']","['Als ik hem opnieuw zou bestellen, zou ik eerder voor de kleur zwart gaan, maar dat is persoonlijk. Deze kleur is best opvallend namelijk.\nDe clips aan de zijkanten zijn best vervelend als je de tas even snel open en dicht wilt doen, niet altijd even praktisch dus.', 'Het enige minpunt is dat de rugzak niet waterdicht is. Dus zorg ik ervoor dat kwetsbare artikelen in een plastic zakje zitten.', 'Hij kan niet helemaal open, dat is lastig wanneer je iets van onderop je tas moet pakken']"
NAACD60003,"[9, 8, 10]","['Gewoon een leuke  sportieve rugzak die voor vele doeleinden gebruikt kan worden', 'Gemakkelijk en klein.', 'Handige opbergvakjes.']",['Liever ook wat kleine vakjes voor pennen etc']
NAACD60003,"[10, 9, 9]","['Compactheid, en groot genoeg voor een MacBook Pro 15""', 'aan elke kant een waterflesje dat is top', 'Stevig\nGoede rits\nSimpel']","['Raar voorvak', 'geen', 'Meer opbergvakken']"
NAACD60003,"[9, 10, 8]","['Mooie rugzak, zit comfortabel, volop plek voor al mijn spullen en handige zijvakjes.', 'Ruimte en vormgeving, draag lekker en handige open vak met verstelbare strap.', 'voor een dagwandeling is hij precies goed.niet te groot en niet te klein.']","['Nogniet gevonden', 'voor deze prijs, ik zou het niet weten.']"
NAACD60003,"[9, 8, 9]","['Heel licht en voldoende opbergmogelijkheden. Prima draagcomfort. Met name het (optionele) opbergvak aan  de voorzijde is heel handig, bv. voor een flesje of paraplu.', 'Handig formaat, licht, handig in gebruik, handige vakjes en comfortabele schouderbanden.', 'Sterk en draagt prettig \nGenoeg vakjes']","['Geen, voldoet prima!', 'Netjes aan beide zijkanten zijn niet elastisch genoeg (fles valt eruit). Dit is op te lossen door een fles met hengsel die je aan de bandjes kunt bevestigen. Verder zou een klein vak binnenin het grote vak handig zijn voor bv. telefoon. Het kleine vakje voorop is wat gevoelig voor diefstal.', 'Jammer dat er geen regencape er vast in zit \nHeb een losse erbij moeten kopen']"
NAACD60003,"[8, 8, 8]","['Inhoud, gewicht, draag comfort', 'Veel vakjes, genoeg verstekbare bandjes', 'Goede kwaliteit, mooie en ruime vakken en met comfortabele heupband.']","['Vakverdeling en waterzakken aan de zijkant zijn niet diep genoeg. Flessen vallen eruit.', 'Geen netje tussen rug en rugzak', 'Het grote vak is wat aan de kleine kant, maar daar kies he ook voor. Warmte afvoer op de rug is soms wat te weinig in warm gebied.\nGeen regenhoes meegeleverd.']"
NAACD60003,"[8, 8, 8]","['Fijne lichtgewicht rugzak met heel veel opbergvakken, Draagt ook goed op de rug.', 'Heerlijke tas, lekker multifunctioneel. Licht van gewicht, maar verrassend veel in te proppen! Meestal houden mijn tassen het niet echt lang uit, maar deze houd het nog prima.', 'Draagt comfortabel zonder een hard""rooster"" op je rug. Soepele stof en de tas bied genoeg ruimte voor een dagactiviteit.']","['Het is wel even een investering', 'Nog niet ontdekt, slechts 1 keer gebruikt.']"
NAACD60003,"[9, 10, 10]","['Lichte en toch degelijke en ruime rugzak voor dagelijks gebruik.', '- gebruiksvriendelijk\n- handige functies (zoals fluitje, hanger om je sleutel aan te doen, bandjes voor een waterzak)\n- inhoud vs. Gewicht (er kan zoveel in terwijl die op het eerste gezicht klein lijkt. Dit is heel handig als je met een budget vliegmaatschappij reist, het lijkt alsof je niks meeneemt maar tegelijkertijd kun zo tot max 10kg meenemen)', 'vooral het gewicht, voldoende pakvolume en niet zwaar op de rug.']","['De rits van het hoofdvak is soms wat slecht bereikbaar door de overliggende rand.', 'Geen!', 'smalle heupband']"
NAACD60003,"[8, 8, 7]","['zit lekker, veel vakken, prijs ook netjes', 'Ruime inhoud kan genoeg in opgeborgen worden']","['ben bang dat de sluitingen niet al te lang meegaan, was robuustere gewend', 'Klijne opbrrgvak is iets te klein', 'de rode kleur mocht wat feller zijn en de inhoud wat kleiner\nverder hele fijne rugzak!']"
NAACD60003,"[4, 9, 8]","['Kleur, draagcomfort.', 'In het voorste vak (half open) past makkelijk een liter fles. Uit de zon maar toch makkelijk bij de hand.']","['De opzet van de vakken, niet afneembaar voorzakje, vakken niet zo dicht op elkaar, ritsen voortdurend door de war. Zijvakken waar alles uitvalt. Blijft niet rechtop staan. Geen inwendig privacyvakje.', 'Kleine ritsvak voor had iets groter gemogen.', 'Een regenhoes mist']"
NAACD60003,"[9, 7, 9]","['Mooie eenvoudige rugzak. Voldoende inhoud voor tripjes. Camera/lens/vest/jasje en iets proviand neem je zo mee. Kaarten passen eenvoudig in het waterzakcompartiment. Prettige schouderstraps die het gewicht goed verdelen.', 'Lichtgewicht en klein', 'Draagt prettig, fijn groot vak, handige functies voor kleine dingen zoals mobiel en sleutels, mooie kleur en design.']","['Geen opmerkingen.', 'De zijvakken van gaas, soms valt mijn paraplu eruit omdat ze misschien toch iets te groot zijn.']"
B42A390608,"[8, 9]","['Stevige, comfortabele en duurzame tas met verrassend veel vakjes wat veel functionaliteit biedt. Gaat ook prima mee met de wandelingen met een gleufje beschikbaar voor de waterslang.']",[]
B42A390055,[10],['Draagcomfort \nUnieke kleurstelling\nGebruiksgemak \nVeel verschillende opbergvakken'],['De prijs is aan de hoge kant']
NAADC60023,"[8, 8, 8]","['draag comfort/pasvorm', 'Lekker licht, functioneel', 'Veel kleine vakken, mooie kleur']","[""extra 'tas' of aparte ruimte in de grote tas."", 'Dat de tas niet kan staan.\nEr had nog een extra binnen zakje bij gekund.', 'Ik mis uitleg over features zoals bijv. rugdeel, waarom zit er aan de binnenzijde klittenband']"
B42A190036,"[10, 9, 6]","['Makkelijk te verstellen zo dat die perfect draagt', 'Makkelijk op maat te maken, schouder- en heupbanden zitten comfortabel, voldoende opbergvakken en vakjes', 'Het is een.prima rugzak maar niet als dagrugzak daarvoor vind ik hem te groot, massief']","['De regenhoes had  groter mogen zijnvoor als je b.v schoenen buiten de rugzak draagt', 'Misschien de optie om hem ook zonder mogelijkheid van waterzak aan te bieden. Ik heb voldoende aan een flesje water']"
NAADC60023,"[10, 9, 8]","['De rugzak zit super fijn. Bij andere rugzakken heb ik altijd last van mijn schouder. Bij deze niet.', 'Zit als gegoten', 'Fijne tas! Draagt goed en prachtige kleur!']","['Had graag willen kiezen uit diverse kleuren. fel rood was mijn kleur geweest.', 'Aan de binnenkant zou een extra vak mogen.']"
B42A190036,"[10, 9, 9]","['Fijne tas, mooi kleur, kan veel in.', 'Zit goed op de rug', 'Fijne tas, waterdicht, fijne indeling van de vakken.']","['geen', 'Nee', 'Laptop sleeve die erin kan']"
B42A190036,"[9, 8, 8]","['Goed uiterlijk, stevig, solide, verstelbaar. Goede sluiting.\nFijne rugzak voor wandelaars, voldoende ruimte.', 'Draagcomfort, inhoud', 'Kleur is mooi, genoeg inhoud, draagt lekker, banden makkelijk verstelbaar']","['Nvt', 'Je kan tijdens het lopen slecht bij de kleine vakjes met rits die op de heupbanden zitten. Ik kon m’n telefoon er niet in kwijt']"
NAADC60023,"[9, 4, 8]","['Lichte rugzak, zit goed ook met meer spullen erin en er gaat best veel in.', 'Zit heerlijk omdat pasvorm voor vrouwen is gemaakt']","['Nvt', 'geen regenhoes\ntwee aparte zakken met rits, maar die zijn niet onafhankelijk van elkaar te gebruiken. Een zonnebril past er al  niet in.\nzakjes op heupband alleen te gebruiken als de rugzak van de rug af is.', 'Meer kleuren']"
B42A390443,"[10, 10, 8]","['Prima formaat en de aparte vakjes zijn er makkelijk zoals je tablet vakje', 'Size', 'heel fijn licht rugzakje zonder zware draagconstructie maar die wel fijn draagt met 1 groot vak en rits aan bovenkant, dat geeft veel gebruiksgemak. in de rugzak wel nog een achtervak en voorop een voorvakje. Verder ook aan zijkant handige zakken voor je waterfles, paralu etc.']","['Touwtje aan de voorkant voor iets onder te knopen', 'vind de kleuren wat saai (zwart met knalgele regenhoes). mijn waterfles verloor ik bij het bukken. Misschien toch riempje daar of zo om die wat meer vast te kunnen zetten?\nVerder toppertje.']"
B42A190036,"[8, 10, 9]","['Genoeg opbergvakken.', 'Super fijne rugzak met precies de juiste componenten! samengesteld door iemand die snapt wat een consument zoekt in een dagrugzak.']","['kan niets noemen.', 'Goed draagcomfort.\nInhoud, volume voor ons ruim voldoende om een weekend weg te gaan.']"
B42A390443,"[9, 9]","['Lekker compact, goed instelbaar, beschikt over een regenhoes', 'Gewoon prima rugzak!!']","['Ondanks een laptopvak past er eigenlijk geen kleine laptop in omdat het vak taps toeloopt naar beneden toe.', 'Maak de achterkant, die tegen je rug aanzit van katoen. Dat zweet minder!!']"
B42A190036,"[9, 9, 9]","['Past lekker veel in, handige vakken en flexibel in te stellen zodat die prima draagt', 'Goed aan te passen aan degene die hem draagt.\nVerschillende vakken, ook waar je makkelijk bij kunt!']","['Een heuptasje aan de voorriem als dat kan, voor de telefoon', 'Niet gevonden', 'De hengsels zijn aan de draagzijde bekleed met wat ruwer stof, met blote armen kan dit wat schuren']"
B42A390782,[9],"['Licht, praktisch, mooi']",[]
NAADC60023,"[9, 8, 8]","['Heerlijke rugzak,fijn om te dragen.', 'Fijne banden om het gewicht te verdelen, geen last van mijn schouders en nek.', 'Draagcomfort']","['Nee', 'Niet dat ik weet.', 'Nee']"
B42A190036,"[9, 9, 8]","['Fijne rugzak, mooie tussenlast voor tochten van enkele dagen. \nMis wel de mogelijkheid om een deken aan buitenkant te bevestigen. \nEn het vakje voor telefoon in de heupband is idd te klein. Dat is jammer.', 'De 24L is uitstekend voor dagwandeling, maar je kunt ook prima extra kleding etc meenemen voor een overnachting.\nDie Meshrug was heerlijk bij wandelen in warme omgeving,blijft minder zwetend,ideaal.\nGoede heupband.', 'Veel vakjes waar je veel spullen in kwijt kan. \nPrima draagcomfort.']","['Zie boven', 'Voor mij niet,zou je hem in een handback koffer mee willen nemen dan is hij net een mt te groot.', 'Is aan de prijs.']"
