name,review
Sterrenhemel rugzak - galaxy rugzak - student rugzak - tiener - jongen meisje laptop rugzak - vrijetijdsreistas - paars,Was een cadeau voor mijn kleindochter. Zij was er bijzonder blij mee.
Sterrenhemel rugzak - galaxy rugzak - student rugzak - tiener - jongen meisje laptop rugzak - vrijetijdsreistas - paars,vlotte levering
Sterrenhemel rugzak - galaxy rugzak - student rugzak - tiener - jongen meisje laptop rugzak - vrijetijdsreistas - paars,"Voor kleindochter tas gekocht, had ze zelf uitgezocht op de site, ziet er goed en leuk uit,  levering goed verlopen. de vlg. punten kan ik nog geen antwoord opgeven. ze moet deze tas nog krijgen en gebruiken"
Sterrenhemel rugzak - galaxy rugzak - student rugzak - tiener - jongen meisje laptop rugzak - vrijetijdsreistas - paars,"Heel blij met deze schooltas, mooie kwaliteit en veel opberg ruimte het bijpassende etui was helemaal top"
Sterrenhemel rugzak - galaxy rugzak - student rugzak - tiener - jongen meisje laptop rugzak - vrijetijdsreistas - paars,Super mooie handige tas
"Eastpak PADDED PAK'R Rugzak, 24 Liter - Black Denim","Geschreven bij Eastpak Padded Pak'R Rugzak 24 Liter - Midnight
Oersterke tas. Ik kocht er een voor mijn zoon toen hij naar de eerste klas ging. Zes jaar lang deed de tas trouwe dienst. Nu hij student is vroeg hij om een nieuwe voor zijn verjaardag. Met plezier voor hem gekocht."
"Eastpak PADDED PAK'R Rugzak, 24 Liter - Black Denim","Geschreven bij Eastpak Padded Pak'R Rugzak 24 Liter - Midnight
Tja, wat kan ik hierover zeggen.Het is een perfecte rugzak, zit lekker voor op je rug/schouders.Bekend/TOP merk.Aanrader voor scholieren/studenten!!!En snelle levering, maar dat is voor bol.com wel bekend. Als je iets voor 22.30 uur besteld, heb je t vaak volgende werkdag in huis."
"Eastpak PADDED PAK'R Rugzak, 24 Liter - Black Denim",Super handige tas! Ik gebruik hem voor school en alle boeken passen er in Plus mijn laptop.De tas is heel stevig en zit goed op je rug! Ik ben er helemaal blij mee.
"Eastpak PADDED PAK'R Rugzak, 24 Liter - Black Denim","Geschreven bij Eastpak Padded Pak'R Rugzak 24 Liter - Midnight
Ervaring van mijn zoon! Fijne padding, 1 groot overzichtelijk vak doordat de rits rondloopt. Uitermate goed geschikt als schoolrugzak daardoor. Goed aangeschreven door studenten en terecht! Mooie, sterke kwaliteit van Eastpack!"
"Eastpak PADDED PAK'R Rugzak, 24 Liter - Black Denim","Geschreven bij Eastpak PADDED PAK'R Rugzak, 24 Liter - Sunday Grey
Deze rugzak van eastpak is super handig. Je kan hem gebruiken als schoolrugzak. Hij is namelijk ruim genoeg voor alles wat je nodig hebt en sterk genoeg voor al je zware mappen. Hij is ook heel handig in gebruik. Het voorvakje is ruim genoeg voor spulletjes in te steken die je anders kwijt zou geraken ik het grote deel. De banden van de rugzak doen geen pijn aan je schouders omdat ze 'zacht onderlegd' zijn. Je kan hem natuurlijk ook voor andere dingen gebruiken en door het neutrale kleur is hij zowel voor mannen als voor vrouwen. Een fijne rugzak die ik iedereen aanraadt."
"Eastpak PADDED PAK'R Rugzak, 24 Liter - Black Denim","Geschreven bij Eastpak PADDED PAK'R Rugzak, 24 Liter - Black
super tas, heel stevig en leuk merk.met de vertrouwde super snelle levering van bol.com.een schooltas moet niet te groot zijn maar ook niet te klein,deze tas heeft de perfecte afmetingen.en stoer zwart voor mijn zoon.geen minpunten te verzinnen!! echt alleen maar pluspunten"
"ZILOU® Rugtas  - 20-35 Liter - 16"" Laptopvak - Groen",Degelijke en fijne rugzak met stevige ritsen. Compact maar voldoende ruimte om je laptop veilig mee te nemen. De achterkant is gevoerd waardoor je laptop of boeken niet tegen de rug aandrukt. Je kunt voldoende spullen kwijt in de vakken. Al veel complimentjes gehad over deze tas. Zeker een aanrader.
"ZILOU® Rugtas  - 20-35 Liter - 16"" Laptopvak - Groen","Geschreven bij ZILOU® Rugtas - Rugzak - 20-35 Liter - 16"" Laptopvak - School - Werk - Reizen - Zwart
Het geadverteerde volume van 35 liter is in werkelijkheid (nog geen) 18 liter.Uitstekende kwaliteit en mooi design, maar ik heb 'm terug gestuurd omwille van het veel te kleine volume."
"ZILOU® Rugtas  - 20-35 Liter - 16"" Laptopvak - Groen","Geschreven bij ZILOU® Rugtas - Rugzak - 20-35 Liter - 16"" Laptopvak - School - Werk - Reizen - Zwart
Leuke rugzak ziet er mooi uit, maar veel minder ruimte dan beloofd misschien net 20L. Amper rug of schouder padding dus niet super comfortabel wanneer je zware dingen wilt meenemen. Randen mooi verstevigd met nep leer, maar overal kwaliteit is niet super. Waterfles houders zijn onbruikbaar wanneer de tas vol zit. Mooie tas maar niet als je veel spullen moet meenemen."
"ZILOU® Rugtas  - 20-35 Liter - 16"" Laptopvak - Groen","Rugzak is erg klein, zeker niet voor de brugklas geschikt. In de 1e week liet het stiksel vd rits vh voorvakje los. Drukknop aan de voorkant was ook al kapot."
"ZILOU® Rugtas  - 20-35 Liter - 16"" Laptopvak - Groen",Ideaal als werk tas om je laptop en stukken in mee te nemen. Hij is ruim en ziet er ook nog goed uit.
"ZILOU® Rugtas  - 20-35 Liter - 16"" Laptopvak - Groen","Mooie rugtas. De kleur is in het echt mooier dan op de foto. Mijn dochter gebruikt deze tas voor haar boeken voor de middelbare school. Hij is mooi, stevig en praktisch. Er zit wel iets minder ruimte in de tas dan verwacht."
"Anti-diefstal rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft backpack - Rug-, Schouder-, Handtas in één - Nylon - incl. verstelbare riem - Zwart - Glennoo","Goede kwaliteit, handig in gebruik, voldoet aan verwachting, ik ben enthousiast!"
"Anti-diefstal rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft backpack - Rug-, Schouder-, Handtas in één - Nylon - incl. verstelbare riem - Zwart - Glennoo",Ik hou van de tas. Hij is heel ruim van binnen en ziet er van buiten geweldig uit
"Anti-diefstal rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft backpack - Rug-, Schouder-, Handtas in één - Nylon - incl. verstelbare riem - Zwart - Glennoo","De kwaliteit is uitstekend en ziet eruit als een luxe trendy tas. Ik denk dat ik de harige bal nog ga verwijderen, maar ik vind het geweldig voor. Rugzakken zijn nu zeker in de trend en deze is een goede keuze voor een kleinere rugzak om gewoon."
"Anti-diefstal rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft backpack - Rug-, Schouder-, Handtas in één - Nylon - incl. verstelbare riem - Zwart - Glennoo",Twee pluspunten: goede kwaliteit en voldoet aan verwachting.
"Anti-diefstal rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft backpack - Rug-, Schouder-, Handtas in één - Nylon - incl. verstelbare riem - Zwart - Glennoo","zeer handig, voor wandeling, en toch een schouderlint voor ander momenten"
"Anti-diefstal rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft backpack - Rug-, Schouder-, Handtas in één - Nylon - incl. verstelbare riem - Zwart - Glennoo",Gewoon goed
QY Eenhoorn Rugzak - Rugtas Meisje – Unicorn - Roze - Large (vanaf groep 3),"Snel geleverd, goed verpakt."
QY Eenhoorn Rugzak - Rugtas Meisje – Unicorn - Roze - Large (vanaf groep 3),Ze vindt het prachtig mijn kleindochter van 5
QY Eenhoorn Rugzak - Rugtas Meisje – Unicorn - Roze - Large (vanaf groep 3),"Groot, met meerdere aparte vakjes. Erg handig !"
QY Eenhoorn Rugzak - Rugtas Meisje – Unicorn - Roze - Large (vanaf groep 3),Heel leuk qua kleuren en formaatRits is een beetje lastig in de hoeken
QY Eenhoorn Rugzak - Rugtas Meisje – Unicorn - Roze - Large (vanaf groep 3),"Mooie kwaliteit voor weinig, Kleindochter is er heeeeel blij mee."
QY Eenhoorn Rugzak - Rugtas Meisje – Unicorn - Roze - Large (vanaf groep 3),Mooi. Precies gepast voor mijn kleindochter
Fana Bags Roll-up Rugtas Groen - Trendy Rugzak - Sportieve Werktas - Waterdicht - 22 L,"precies zoals verwacht. mooi lichte tas, maar ook genoeg inhoud. heel tevreden"
Fana Bags Roll-up Rugtas Groen - Trendy Rugzak - Sportieve Werktas - Waterdicht - 22 L,"Het is een praktische bruikbare bag, waar ik heel blij mee ben."
Fana Bags Roll-up Rugtas Groen - Trendy Rugzak - Sportieve Werktas - Waterdicht - 22 L,Heel goed rugzak niet klein en niet Groot
Fana Bags Roll-up Rugtas Groen - Trendy Rugzak - Sportieve Werktas - Waterdicht - 22 L,"Mooie, nette rugtas. Mooie kleur. Stevige banden. Niet te groot en niet te klein."
"IGOODS Rugtas Laptop - Rugtas Jongens - reizen anti-diefstal zakelijke rugzak - Rugtas Meisjes - Tas met USB-oplaadpoort - 14 t/m 15,6 inch - Zwart","Had mij er niet zo veel bij voorgesteld, voor deze prijs heb je geen professionele North Face backpack, maar dit is. Prima voor vakantie of weekje logeren oid."
"IGOODS Rugtas Laptop - Rugtas Jongens - reizen anti-diefstal zakelijke rugzak - Rugtas Meisjes - Tas met USB-oplaadpoort - 14 t/m 15,6 inch - Zwart","Super handige tas, ik heb er momenteel 2 notebooks in( is een vak voor) een map met papieren en er is nog ruimte over. Voorin zit nog een vak waar pennen etc in kunnen, zakelijk een ideale tas maar voor school ook."
"IGOODS Rugtas Laptop - Rugtas Jongens - reizen anti-diefstal zakelijke rugzak - Rugtas Meisjes - Tas met USB-oplaadpoort - 14 t/m 15,6 inch - Zwart",Top tas lekker stevig goeie kwaliteit zeker voor die prijs de banden snijden niet in je oksels tijdens het dragen. Erg comfortabel veel handige zakken en de usb en koptelefoon poort is echt handig werken ook goed. Echt een aanrader!
"IGOODS Rugtas Laptop - Rugtas Jongens - reizen anti-diefstal zakelijke rugzak - Rugtas Meisjes - Tas met USB-oplaadpoort - 14 t/m 15,6 inch - Zwart","Top Sevice. Erg stevige rugzak, slot werkt erg goed. USB kabel is ook erg handig en uniek."
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
Gekocht voor mijn zoon. Ging naar de 2e en was nu (helaas) alweer toe aan nieuwe tas. Deze voelt erg degelijk en sterk aan. Ook nog mooi geprijsd! Vandaag is mn zoon er voor eerst mee naar school geweest. Volle schooldag, al zn boeken en lunch + drinkfles paste met gemak. Hij vond m nog stoer ook!"
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 25 L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Voor de prijs een super goede deal! Hiervoor de daypack van Travelmore gehad, die was nog iets kleiner, maar miste een beschermd laptopvak.Het vak is iets minder dik dan mijn laptopsleeve, maar ben nu een paar keer met mijn MacBook op pad geweest en maak me geen zorgen dat die kapot gaat. Kan ik mijn sleeve thuislaten!Eerste indruk: levenslange garantie, mooi materiaal, geen losse draden / stiksels, veel vakjes, ritsen van hoge kwaliteit. De USB is een leuke extra, vraag me alleen af of ik daardoor de volledige rugtas nog kan wassen in de wasmachine? Wat ik vroeger nog wel eens deed met mijn Eastpak.Denk dat je moeilijk een betere kantoortas gaat vinden voor dit bedrag."
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
In de loop der jaren al aardig wat tassen versleten. Ik was erg onder de indruk van het design, zelfs de verpakking van de tas ziet er gaaf uit. Stoere blauwe kleur, de rits naden zien er ook heel degelijk uit. Bij andere tassen wil dit wel eens gauw scheuren. Goede tas hoor happy ermee!"
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 25 L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Was opzoek naar een nieuwe multifunctionele rugtas zonder dat ik daar voor te veel moest betalen. Ik kan zeggen dat ik die bij deze heb gevonden. Een onverwachts goede koop! Hiervoor langere tijd een Northface in gebruik gehad. Maar was opzoek naar een lichtere rugtas met meer gemak voor naar m’n werk, deze voldoet hier echt prima aan, ben er dus ook erg blij mee:)Kortom, fijne rugtas, een aanrader voor zowel voor op vakantie als voor naar het werk!"
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Bij binnenkomst werd ik aardig verrast door de aandacht die de verpakking heeft gekregen. Bovenmaats top! Vervolgens meteen op de proef gesteld gedurende de dag. Heerlijk comfort en een groter dan verwachtte ruimte. De verdeling van vakken is simpelweg fantastisch en de tas voldoet meer dan verwacht aan mijn eisen! Top aanschaf."
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Blauw
Ik ben zeer tevreden met de aankoop van deze rugzak. Perfect te gebruiken in allerlei verschillende situaties zoals werk, winkelen, op reis gaan, etc. Ik raad het dan ook zeker aan aan andere mensen. Voor de goede waterbestendige kwaliteit van de tas valt de prijs heel erg mee. Kort samengevat: ""Perfecte aankoop!!!"""
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
Gekocht voor mijn zoon. Ging naar de 2e en was nu (helaas) alweer toe aan nieuwe tas. Deze voelt erg degelijk en sterk aan. Ook nog mooi geprijsd! Vandaag is mn zoon er voor eerst mee naar school geweest. Volle schooldag, al zn boeken en lunch + drinkfles paste met gemak. Hij vond m nog stoer ook!"
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 25 L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Voor de prijs een super goede deal! Hiervoor de daypack van Travelmore gehad, die was nog iets kleiner, maar miste een beschermd laptopvak.Het vak is iets minder dik dan mijn laptopsleeve, maar ben nu een paar keer met mijn MacBook op pad geweest en maak me geen zorgen dat die kapot gaat. Kan ik mijn sleeve thuislaten!Eerste indruk: levenslange garantie, mooi materiaal, geen losse draden / stiksels, veel vakjes, ritsen van hoge kwaliteit. De USB is een leuke extra, vraag me alleen af of ik daardoor de volledige rugtas nog kan wassen in de wasmachine? Wat ik vroeger nog wel eens deed met mijn Eastpak.Denk dat je moeilijk een betere kantoortas gaat vinden voor dit bedrag."
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
In de loop der jaren al aardig wat tassen versleten. Ik was erg onder de indruk van het design, zelfs de verpakking van de tas ziet er gaaf uit. Stoere blauwe kleur, de rits naden zien er ook heel degelijk uit. Bij andere tassen wil dit wel eens gauw scheuren. Goede tas hoor happy ermee!"
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 25 L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Was opzoek naar een nieuwe multifunctionele rugtas zonder dat ik daar voor te veel moest betalen. Ik kan zeggen dat ik die bij deze heb gevonden. Een onverwachts goede koop! Hiervoor langere tijd een Northface in gebruik gehad. Maar was opzoek naar een lichtere rugtas met meer gemak voor naar m’n werk, deze voldoet hier echt prima aan, ben er dus ook erg blij mee:)Kortom, fijne rugtas, een aanrader voor zowel voor op vakantie als voor naar het werk!"
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Bij binnenkomst werd ik aardig verrast door de aandacht die de verpakking heeft gekregen. Bovenmaats top! Vervolgens meteen op de proef gesteld gedurende de dag. Heerlijk comfort en een groter dan verwachtte ruimte. De verdeling van vakken is simpelweg fantastisch en de tas voldoet meer dan verwacht aan mijn eisen! Top aanschaf."
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Ik ben zeer tevreden met de aankoop van deze rugzak. Perfect te gebruiken in allerlei verschillende situaties zoals werk, winkelen, op reis gaan, etc. Ik raad het dan ook zeker aan aan andere mensen. Voor de goede waterbestendige kwaliteit van de tas valt de prijs heel erg mee. Kort samengevat: ""Perfecte aankoop!!!"""
Fjällräven Kånken Unisex Rugzak - Frost Green,"Geschreven bij Fjallraven Kanken Rugzak 16 liter - Deep Forest
Stevige rugtas, de kleur moss is donkergroen bijna tegen zwart aan. Ideaal voor dagtripjes, werk, sportschool etc."
Fjällräven Kånken Unisex Rugzak - Frost Green,"Geschreven bij Fjallraven Kanken Rugzak 16 liter - Frost Green/Peach Pink
De rugzak is ruimer dan je denkt, na opening van het pakket leek hij vrij klein, maar je kan er héél veel in kwijt. Ook wanneer er veel gewicht in de rugzak zit, voel je dit niet hard op je schouders wegen! Handig!"
Fjällräven Kånken Unisex Rugzak - Frost Green,"Geschreven bij Fjallraven Kanken Greenland Rugzak - 16 liter - Black / White
Het is een heel mooie tas en er kan echt veel in het zal je verbazen ik heb er een van 16l en er passen 2 dikken kaften en een atlas in het begin is hij wat stroef maar daarna is hij heel soepel hij is echt een aanrader"
Fjällräven Kånken Unisex Rugzak - Frost Green,"Geschreven bij Fjallraven Kanken Rugzak 16 liter - Green
Alleen maar positief: handig in gebruik, goede kwaliteit en groot ristvak waardoor je spullen makkelijk vindt."
Fjällräven Kånken Unisex Rugzak - Frost Green,"Geschreven bij Fjallraven Kanken Greenland Rugzak 16 liter - Dandelion
Niet waterdicht! Terwijl dit wel vermeld wordt. 1 maand geleden gekocht, zelf een bodem in gemaakt, maar nu ook al via zijkanten nat. Waardeloos!"
Fjällräven Kånken Unisex Rugzak - Frost Green,"Geschreven bij Fjallraven Kanken Rugzak 16 liter - Brown
Het model is goed, maar op de foto staat een donkerbruine rugzak, en als hij toekomt zie je dat het eigenlijk een kaki-kleurige rugzak is. Geen idee of dit een vergissing was of dat dit echt de ""bruine"" rugzak is."
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
Gekocht voor mijn zoon. Ging naar de 2e en was nu (helaas) alweer toe aan nieuwe tas. Deze voelt erg degelijk en sterk aan. Ook nog mooi geprijsd! Vandaag is mn zoon er voor eerst mee naar school geweest. Volle schooldag, al zn boeken en lunch + drinkfles paste met gemak. Hij vond m nog stoer ook!"
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 25 L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Voor de prijs een super goede deal! Hiervoor de daypack van Travelmore gehad, die was nog iets kleiner, maar miste een beschermd laptopvak.Het vak is iets minder dik dan mijn laptopsleeve, maar ben nu een paar keer met mijn MacBook op pad geweest en maak me geen zorgen dat die kapot gaat. Kan ik mijn sleeve thuislaten!Eerste indruk: levenslange garantie, mooi materiaal, geen losse draden / stiksels, veel vakjes, ritsen van hoge kwaliteit. De USB is een leuke extra, vraag me alleen af of ik daardoor de volledige rugtas nog kan wassen in de wasmachine? Wat ik vroeger nog wel eens deed met mijn Eastpak.Denk dat je moeilijk een betere kantoortas gaat vinden voor dit bedrag."
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
In de loop der jaren al aardig wat tassen versleten. Ik was erg onder de indruk van het design, zelfs de verpakking van de tas ziet er gaaf uit. Stoere blauwe kleur, de rits naden zien er ook heel degelijk uit. Bij andere tassen wil dit wel eens gauw scheuren. Goede tas hoor happy ermee!"
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 25 L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Was opzoek naar een nieuwe multifunctionele rugtas zonder dat ik daar voor te veel moest betalen. Ik kan zeggen dat ik die bij deze heb gevonden. Een onverwachts goede koop! Hiervoor langere tijd een Northface in gebruik gehad. Maar was opzoek naar een lichtere rugtas met meer gemak voor naar m’n werk, deze voldoet hier echt prima aan, ben er dus ook erg blij mee:)Kortom, fijne rugtas, een aanrader voor zowel voor op vakantie als voor naar het werk!"
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Bij binnenkomst werd ik aardig verrast door de aandacht die de verpakking heeft gekregen. Bovenmaats top! Vervolgens meteen op de proef gesteld gedurende de dag. Heerlijk comfort en een groter dan verwachtte ruimte. De verdeling van vakken is simpelweg fantastisch en de tas voldoet meer dan verwacht aan mijn eisen! Top aanschaf."
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Blauw
Ik ben zeer tevreden met de aankoop van deze rugzak. Perfect te gebruiken in allerlei verschillende situaties zoals werk, winkelen, op reis gaan, etc. Ik raad het dan ook zeker aan aan andere mensen. Voor de goede waterbestendige kwaliteit van de tas valt de prijs heel erg mee. Kort samengevat: ""Perfecte aankoop!!!"""
"Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Black","Geschreven bij Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Sunday Grey
Deze rugzak gekocht voor wat meer inhoud dan mijn vorige rugzak (overigens ook een Eastpak) deze rugzak heeft een praktische indeling en hoog draaggemak. In het voorvak kun je handig en overzichtelijk kleine spullen opbergen. Voor regen hoef je niet bang te zijn omdat deze rugzak waterdicht is.Wat ik wel mis is een extra bescherming aan onderzijde voor het plaatsen van van de rugzak op een ruwe en/of natte ondergrondOndanks dat toch een rugzak waarvan je lang plezier kan hebben."
"Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Black","Geschreven bij Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Sailor Red
De pluspunten van deze tas vind ik: goede kwaliteit, handig in gebruik, voldoet aan verwachtingMaar wat ik jammer vind: in het begin stug maar daarna soepel en fijn in ge"
"Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Black",De rugzak is zeer stevig en bevat veel ruimte voor de schoolboeken e.d. De zijriempjes zijn erg handig om de tas compacter te maken als er minder spullen mee hoeven.
"Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Black","Geschreven bij Eastpak Provider - Rugzak - Double Denim
grote opbergvakken, juiste kleur"
"Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Black","De rugzak is ruimer dan de andere eastpack rugzak, vorig jaar nog aangekocht voor mijn dichter bij dreamland en de kostprijs was 105€ voor identiek dezelfde rugzak. De rugzak is ruim genoeg voor mijn zoon die in het middelbaar zit en zit altijd goed vol. Ook een sterker handvat en vooraan extra plek voor huissleutels en gsm weg te bergen. Dus wij zijn zeer tevreden. Bol.com was een beter alternatief, ik moest niet omrijden, 's morgens besteld de volgende dag geleverd dus ideaal."
"Eastpak PROVIDER Rugzak, 33 Liter, 15 inch laptopvak - Black","Geschreven bij Eastpak Provider - Rugzak - Double Denim
Ik was op zoek naar een nieuwe boekentas voor mijn zoontje die gestart is naar het eerste leerjaar.Deze keer wou ik een sterke boekentas!! In het verleden al ervaring gehad met eastpack en dat zijn degelijke rugzakken/ boekentassen!! Deze is ideaal voor kinderen die het eerste leerjaar starten, niet te groot maar toch groot genoeg."
VMCA Rugzak Met Laptopvak - 17.3 inch Laptop Rugtas - 45L - Zwart,"Geschreven bij VMCA Unisex Rugzak Met USB-Oplaadpoort Voor 17.3-inch Laptop 45L - Grijs
Fijne, mooie grote rugzak met erg veel vakken, dus soms even zoeken in welk vakje ik iets heb gestopt. Er past veel in en je kan 'm ook plat openleggen, wat even wennen is voor mij. De usb poort niet gebruikt, daar kan ik een powerbank aan koppelen maar dat heb ik nog niet gedaan/nodig gehad."
VMCA Rugzak Met Laptopvak - 17.3 inch Laptop Rugtas - 45L - Zwart,"Geschreven bij VMCA Unisex Rugzak Met USB-Oplaadpoort Voor 17.3-inch Laptop 45L - Grijs
Wat een Fantastische tas, erg ruim en veel vakken maar ook echt goed stevig materiaal.Echt een tas voor jaren plezier!"
VMCA Rugzak Met Laptopvak - 17.3 inch Laptop Rugtas - 45L - Zwart,"Geschreven bij VMCA Unisex Rugzak Met USB-Oplaadpoort Voor 17.3-inch Laptop 45L - Grijs
Voorlopig voldoet de tas aan de verwachtingen en ik ben zeer tevreden over de ruimte die deze tas biedt."
VMCA Rugzak Met Laptopvak - 17.3 inch Laptop Rugtas - 45L - Zwart,"Geschreven bij VMCA Unisex Rugzak Met USB-Oplaadpoort Voor 17.3-inch Laptop 45L - Grijs
Het een goed product"
VMCA Rugzak Met Laptopvak - 17.3 inch Laptop Rugtas - 45L - Zwart,"Geschreven bij VMCA Unisex Rugzak Met USB-Oplaadpoort Voor 17.3-inch Laptop 45L - Grijs
Mooi afgewerkt kan veel in super blij mee"
VMCA Rugzak Met Laptopvak - 17.3 inch Laptop Rugtas - 45L - Zwart,"Geschreven bij VMCA Unisex Rugzak Met USB-Oplaadpoort Voor 17.3-inch Laptop 45L - Grijs
Mooie en multifunctionele rugzak. Mooie prijs voor dit artikel. Ruim genoeg met veel aparte vakken"
MIRI Laptoptas – 3-in-1 Rugtas / Schoudertas / Aktetas – Tot 15.6 inch – Zwart – Hoge kwaliteit – Anti-diefstal – Heren / Dames – USB poort – Verstelbaar,"Dit is in alle opzichten een geweldige laptoptas. Met de bijgeleverde schouderstrap kun je deze enorm makkelijk omtoveren van rugtas naar schoudertas. De features van de tas zijn ook top. Ben zelf enorm fan van de hoeveelheid vakken voor al mn spullen en het doorluchtsysteem zorgt ervoor dat ik geen bezweette rug krijg. Al met al, de perfecte tas om naar mn werk te gaan iedere dag!"
MIRI Laptoptas – 3-in-1 Rugtas / Schoudertas / Aktetas – Tot 15.6 inch – Zwart – Hoge kwaliteit – Anti-diefstal – Heren / Dames – USB poort – Verstelbaar,"Wat een heerlijke superfijne tas. Kan mijn laptop er in kwijt, mijn tablet en al mijn andere spullen. Door middel van de USB uitgang aan de zijkant kan ik makkelijk mijn telefoon opladen zonder mn powerbank helemaal uit mijn tas te halen; geniaal bedacht. Dit is een van de beste tassen die ik heb gehad."
MIRI Laptoptas – 3-in-1 Rugtas / Schoudertas / Aktetas – Tot 15.6 inch – Zwart – Hoge kwaliteit – Anti-diefstal – Heren / Dames – USB poort – Verstelbaar,"Ik was op zoek naar een nieuwe tas voor de uni. Deze tas heeft veel vakjes en ik kan er prima mijn laptop en tablet in kwijt. Ik heb met de bijgeleverde strap omgetoverd naar een schoudertas zodat ik makkelijk bij al mn spullen kom. Kwaliteit voelt ook echt goed aan, zeker een waardige aankoop geweest"
MIRI Laptoptas – 3-in-1 Rugtas / Schoudertas / Aktetas – Tot 15.6 inch – Zwart – Hoge kwaliteit – Anti-diefstal – Heren / Dames – USB poort – Verstelbaar,"Deze laptoptas is superhandig zoals de titel zegt. Je kunt de tas makkelijk omtoveren van rugtas naar schoudertas met de bijgeleverde band. Daarnaast krijg je ook een cijferslot bijgeleverd waarmee je makkelijk zelf een code kan instellen en de tas kan beveiligen. Veel vakjes, waterafstotend, stijlvol. Alles wat ik zoek in een laptoptas. Elke dag fijn naar werk."
