name,review
TRVLMORE Rugzak - inch - Laptop Rugtas - Waterafstotend,"Geschreven bij TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Blauw
Ik ben zeer tevreden met de aankoop van deze rugzak. Perfect te gebruiken in allerlei verschillende situaties zoals werk, winkelen, op reis gaan, etc. Ik raad het dan ook zeker aan aan andere mensen. Voor de goede waterbestendige kwaliteit van de tas valt de prijs heel erg mee. Kort samengevat: ""Perfecte aankoop!!!"""
"Glennoo rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft Vakje - Rug-, Schouder-, Handtas in één - zacht PU-leer","Deze rugzak is precies wat ik zocht. Als iemand die veel reist, wilde ik een stijlvolle (maar niet omvangrijke) rugzak die ik kan gebruiken als handbagage, als portemonnee of als boodschappentas terwijl ik onderweg ben. Deze rugzak is de perfecte maat voor een boek, bidon, snacks, mijn portemonnee, en zelfs mijn draadloze charger en enkele andere kleine items. Het ontwerp houdt de tas ook comfortabel, zelfs als hij zwaar is. Ik heb er veel complimenten over mogen ontvangen. dus het is voor mij dé perfecte accessoire voor op reis. Al met al is het een geweldige tas voor een geweldige prijs. Zou het ten zeerste aanbevelen!"
"Glennoo rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft Vakje - Rug-, Schouder-, Handtas in één - zacht PU-leer","Tas gekocht omdat ik voor werk liever niet mijn dure tassen meeneem. Deze is hier ideaal voor, niet te duur en ziet er toch nog goed uit en is functioneel genoeg"
"Glennoo rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft Vakje - Rug-, Schouder-, Handtas in één - zacht PU-leer","Fijne tas, bergt makkelijk op en licht qua gewicht"
"Glennoo rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft Vakje - Rug-, Schouder-, Handtas in één - zacht PU-leer","Zeer fijne tas, al vraag ik me af hoe lang de ritsen het gaan volhouden..."
"Glennoo rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft Vakje - Rug-, Schouder-, Handtas in één - zacht PU-leer",Zeer fijn in gebruik Fijn materiaal Schouderbanden zitten prettig
"Glennoo rugzak - Rugtas dames - Waterdicht - Klein - Anti-theft Vakje - Rug-, Schouder-, Handtas in één - zacht PU-leer",Ziet er goed uit en draagt lekker
"Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Zwart Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken","Geschreven bij Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Grijs Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken
De rugtas voelt stevig aan,tas is van een goede kwaliteit. Diverse opbergmogelijkheden en een usb aansluiting om wat te kunnen opladen"
"Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Zwart Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken","Geschreven bij Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Grijs Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken
precies goed, prima formaat, niet te groot maar zeker niet te klein, genoeg praktische vakken"
"Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Zwart Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken","Geschreven bij Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Grijs Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken
Fijne rugzak, 3 gezinsleden er blij mee kunnen maken. veel vakken, ruime vakken en de usb aansluiting is ook vooral top."
"Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Zwart Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken","Geschreven bij Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Grijs Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken
Goede snelle levering; netjes ingepakt; artikel voldoet aan verwachtingen"
"Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Zwart Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken","Geschreven bij Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Grijs Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken
Wat een fijne verrassing! Deze tas besteld voor onze zoon en meer dan tevreden! Wat een ontzettende fijne en degelijke tas. Minstens zo goed als alle “bekende” merken!"
"Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Zwart Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken","Geschreven bij Navy Madden Rugzak met USB Oplaadpoort 17,3 inch Grijs Luxe Laptop Rugtas - Schooltas - Heren - Dames - Jongens - Meisjes - Waterafstotend - Rugzakken
Fijne grote rugtas waar je enorm veel in kwijt kunt door alle opbergvakjes"
TheNorthFace Rugtas / Rugzak / Laptoptas / Schooltas - Fall Line - 15 inch - 28 Liter - Zwart,"Geschreven bij The North Face Fall Line Rugzak 28 liter - Blauw/Grijs
Mooie stevige rugzak met genoeg ruimte"
TheNorthFace Rugtas / Rugzak / Laptoptas / Schooltas - Fall Line - 15 inch - 28 Liter - Zwart,Fijne rugzak. Zeker in gebruik waar hij voor bedoeld is: tijdens activiteiten. Ik gebruik hem ook voor naar mijn werk op kantoor. Daar ondervind ik echter één nadeel: hij valt snel om door de vorm. Vrij irritant als je een tas gewend bent die rechtop blijft staan en je makkelijk spullen uit wil halen.
TheNorthFace Rugtas / Rugzak / Laptoptas / Schooltas - Fall Line - 15 inch - 28 Liter - Zwart,Ik was al enige tijd op zoek naar een rugtas met goede ondersteuning voor een betaalbare prijs. Die heb ik bij deze gevonden! Het design is erg mooi en vanwege alle zakken ook nog eens handig. Ik vermoed dat ik wel enkele jaren plezier ga hebben van deze tas.
TheNorthFace Rugtas / Rugzak / Laptoptas / Schooltas - Fall Line - 15 inch - 28 Liter - Zwart,Fijne rugzak met voldoende ruimte voor laptop en werkkleding.
TheNorthFace Rugtas / Rugzak / Laptoptas / Schooltas - Fall Line - 15 inch - 28 Liter - Zwart,"Fijne stevige rugzak waar de laptop stevig in &quot;verpakt&quot; zit. De overige opbergvakjes zijn behoorlijk &#039;strak&#039; waardoor er erg weinig ruimte is om er wat bredere of grotere artikelen in op te bergen. Dat lukt bijna niet. Het voorvakje is redelijk klein, je kunt er niet veel in kwijt, zonnebril en portemonnee en dat zit het eigenlijk al vol. In de rugzak zelf kun je verder wel veel kwijt en hij draag prettig."
TheNorthFace Rugtas / Rugzak / Laptoptas / Schooltas - Fall Line - 15 inch - 28 Liter - Zwart,Stevige rugzak
ONYX® Rolltop Rugzak 25 tot 40 L - Met Laptopvak - Verstelbare Rugtas - Reistas - Waterdicht en Duurzaam,De rugzak ziet er prachtig uit. Het materiaal lijkt tot nu toe erg stevig en vertoont na ongeveer een maand nog geen tekenen van slijtage. Het kleine vakje met rits aan de voorkant is erg praktisch en het binnenvak voor de laptop heeft een goede maat om zelfs een 15'' Macbook veilig in te vervoeren. De bovensluiting blijgt goed zitten door de extra knoop die daar zit Daarnaast is de ONYX rugzak erg comfortabel om te dragen.
ONYX® Rolltop Rugzak 25 tot 40 L - Met Laptopvak - Verstelbare Rugtas - Reistas - Waterdicht en Duurzaam,"Al een tijdje opzoek naar een Roll-top tas een diverse modellen al in mijn handen gehad, maar de ONYX is veruit het betere model. Ik was voor mn studie en voor het hijken/wandelen opzoek naar een goede tas, en dat was deze! De rugtas is eigenlijk in 2 delen, je hebt de zak voorop en aan de rugkant zit een speciaal vak voor je laptop of andere belangerijk spullen met vele extra vakken. Ook is de USB aansluiting erg handig achteraf gezien."
ONYX® Rolltop Rugzak 25 tot 40 L - Met Laptopvak - Verstelbare Rugtas - Reistas - Waterdicht en Duurzaam,Ideale rugtas. Zeer compact maar toch genoeg ruimte om al je spullen in kwijt te kunnen. Ik gebruik de tas dagelijks naar mijn werk en dat bevalt echt super!
ONYX® Rolltop Rugzak 25 tot 40 L - Met Laptopvak - Verstelbare Rugtas - Reistas - Waterdicht en Duurzaam,Tas is stevig en prettig in gebruik. Er kan veel in. Laptop wordt goed beschermd.
ONYX® Rolltop Rugzak 25 tot 40 L - Met Laptopvak - Verstelbare Rugtas - Reistas - Waterdicht en Duurzaam,"Toprugzak! Waterdicht, veel compartimenten (ook één voor je laptop), stoere look; enorm blij mee! Hij is zo groot dat ik wel eens spullen kwijtraak in mijn tas, zo veel past er in (: Wel ben ik verbaasd over de snelle prijsstijging; ik heb deze tas nu 2 maanden in gebruik en heb deze destijds voor 34,95 gekocht. De prijs is inmiddels bijna verdubbeld."
ONYX® Rolltop Rugzak 25 tot 40 L - Met Laptopvak - Verstelbare Rugtas - Reistas - Waterdicht en Duurzaam,Prima tas! Heel blij mee.
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
Gekocht voor mijn zoon. Ging naar de 2e en was nu (helaas) alweer toe aan nieuwe tas. Deze voelt erg degelijk en sterk aan. Ook nog mooi geprijsd! Vandaag is mn zoon er voor eerst mee naar school geweest. Volle schooldag, al zn boeken en lunch + drinkfles paste met gemak. Hij vond m nog stoer ook!"
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 25 L - 15,6 inch - Laptop Rugtas - Waterafstotend - Zwart
Voor de prijs een super goede deal! Hiervoor de daypack van Travelmore gehad, die was nog iets kleiner, maar miste een beschermd laptopvak.Het vak is iets minder dik dan mijn laptopsleeve, maar ben nu een paar keer met mijn MacBook op pad geweest en maak me geen zorgen dat die kapot gaat. Kan ik mijn sleeve thuislaten!Eerste indruk: levenslange garantie, mooi materiaal, geen losse draden / stiksels, veel vakjes, ritsen van hoge kwaliteit. De USB is een leuke extra, vraag me alleen af of ik daardoor de volledige rugtas nog kan wassen in de wasmachine? Wat ik vroeger nog wel eens deed met mijn Eastpak.Denk dat je moeilijk een betere kantoortas gaat vinden voor dit bedrag."
"TRVLMORE Rugzak - 36 L - 17,3 inch - Laptop Rugtas - Waterafstotend - Antraciet","Geschreven bij TRVLMORE Rugzak - 28L - 15,6 inch - Laptop Rugtas - Waterafstotend - Blauw
In de loop der jaren al aardig wat tassen versleten. Ik was erg onder de indruk van het design, zelfs de verpakking van de tas ziet er gaaf uit. Stoere blauwe kleur, de rits naden zien er ook heel degelijk uit. Bij andere tassen wil dit wel eens gauw scheuren. Goede tas hoor happy ermee!"
